Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
7504,283830.2076297356,2011-01-06 17:29:01,30.015150731052778,1,30,0.0,3.5916104316711426,22.309330085933684,23.047497473288956,89.99374018108186,82.78126119479886,0.0007122993702068,0.10130325704813,0,0,0
7505,283860.2228095491,2011-01-06 17:29:31,60.03033053456306,1,30,0.0,3.6120078563690186,22.309330085933684,23.047497473288956,89.99374018108186,82.78126119479886,0.0004532813909463,0.10130325704813,0,0,0
7506,283890.23822637333,2011-01-06 17:30:01,90.04574744401431,1,30,0.0,3.626577615737915,22.309330085933684,23.047497473288956,89.99374018108186,82.78126119479886,0.0003561496851034,0.10130325704813,0,0,0
7507,283920.2060573891,2011-01-06 17:30:31,120.01357833446436,1,30,0.0,3.6377477645874015,22.309330085933684,23.047497473288956,89.99374018108186,82.78126119479886,0.0003237724304199,0.10130325704813,0,0,0
7508,283950.2138394574,2011-01-06 17:31:01,30.01508192456584,2,30,0.5501165986061096,3.763209104537964,22.313916612445613,23.047497473288956,90.01090445929226,82.78126119479886,0.0008741855854168,0.10130325704813,0,0,0
7509,283980.2289623792,2011-01-06 17:31:31,60.03020484630927,2,30,0.5499359965324402,3.787330150604248,22.31850315876221,23.047497473288956,90.02822455663046,82.78126119479886,0.0005180359003134,0.10130325704813,0,0,0
7510,284010.2440754765,2011-01-06 17:32:01,90.04531794356704,2,30,0.5501165986061096,3.8015761375427246,22.32308969270414,23.047497473288956,90.04563043724868,82.78126119479886,0.0002913951757363,0.10130325704813,0,0,0
7511,284040.25923910463,2011-01-06 17:32:31,120.06048157176348,2,30,0.5501165986061096,3.811936855316162,22.32767618566224,23.047497473288956,90.06309138233124,82.78126119479886,0.0002590179501567,0.10130325704813,0,0,0
7512,284070.27432549035,2011-01-06 17:33:01,150.07556795243528,2,30,0.5499359965324402,3.82035493850708,22.33226258182056,23.047497473288956,90.08059434484856,82.78126119479886,0.0001942634553415,0.10130325704813,0,0,0
7513,284100.2894940308,2011-01-06 17:33:31,180.09073649287453,2,30,0.5501165986061096,3.827963590621948,22.33684901211122,23.047497473288956,90.09813388192453,82.78126119479886,0.0001942634553415,0.10130325704813,0,0,0
7514,284130.3045543715,2011-01-06 17:34:01,210.1057968486844,2,30,0.5501165986061096,3.8349244594573975,22.34143547449781,23.047497473288956,90.11570657524658,82.78126119479886,0.0001618862152099,0.10130325704813,0,0,0
7515,284160.3199167852,2011-01-06 17:34:31,240.1211592322404,2,30,0.5499359965324402,3.841076135635376,22.34602193512981,23.047497473288956,90.13330976006212,82.78126119479886,0.0001295089750783,0.10130325704813,0,0,0
7516,284190.3349232467,2011-01-06 17:35:01,270.1361657187914,2,30,0.5501165986061096,3.847389698028565,22.35060835791792,23.047497473288956,90.15094167205712,82.78126119479886,0.0001295089750783,0.10130325704813,0,0,0
7517,284220.34991317696,2011-01-06 17:35:31,300.15115561900427,2,30,0.5501165986061096,3.853217601776123,22.355194849413603,23.047497473288956,90.1686013733304,82.78126119479886,0.0001618862152099,0.10130325704813,0,0,0
7518,284250.36504874023,2011-01-06 17:36:01,330.1662911822542,2,30,0.5499359965324402,3.8587217330932617,22.35978128575893,23.047497473288956,90.1862868335086,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7519,284280.3823646876,2011-01-06 17:36:31,360.18360713470497,2,30,0.550297200679779,3.8640639781951904,22.36436809156119,23.047497473288956,90.20399874398603,82.78126119479886,0.0001295089750783,0.10130325704813,0,0,0
7520,284310.3969731372,2011-01-06 17:37:01,390.1982155792128,2,30,0.5501165986061096,3.869244337081909,22.368954422414944,23.047497473288956,90.22173267880406,82.78126119479886,0.0001295089750783,0.10130325704813,0,0,0
7521,284340.410389646,2011-01-06 17:37:31,420.2116321181252,2,30,0.5501165986061096,3.874100923538208,22.373540644913007,23.047497473288956,90.23948926121156,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7522,284370.42551541986,2011-01-06 17:38:01,450.22675786691445,2,30,0.5501165986061096,3.879119396209717,22.378127060957382,23.047497473288956,90.25726887014856,82.78126119479886,0.0001618862152099,0.10130325704813,0,0,0
7523,284400.440659379,2011-01-06 17:38:31,480.2419018260897,2,30,0.5501165986061096,3.883652210235596,22.38271354345085,23.047497473288956,90.27507062759176,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7524,284430.4557405868,2011-01-06 17:39:01,510.25698303386906,2,30,0.5499359965324402,3.8881850242614746,22.3873000829292,23.047497473288956,90.29289381513458,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7525,284460.47101177304,2011-01-06 17:39:31,540.2722542602332,2,30,0.5501165986061096,3.892555952072144,22.391886527621832,23.047497473288956,90.31073718640752,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7526,284490.4859769116,2011-01-06 17:40:01,570.2872193586323,2,30,0.5501165986061096,3.8970887660980233,22.39647290780961,23.047497473288956,90.32860022332233,82.78126119479886,0.0001618862152099,0.10130325704813,0,0,0
7527,284520.5012436969,2011-01-06 17:40:31,600.3024861389154,2,30,0.5501165986061096,3.9009740352630615,22.401059345945797,23.047497473288956,90.3464826030854,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7528,284550.51621616865,2011-01-06 17:41:02,630.3174586106912,2,30,0.5501165986061096,3.905021190643311,22.40564581794511,23.047497473288956,90.36438379961548,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7529,284580.53133478964,2011-01-06 17:41:32,660.332577231716,2,30,0.5501165986061096,3.9089064598083496,22.41023226453501,23.047497473288956,90.38230275082468,82.78126119479886,0.0001295089750783,0.10130325704813,0,0,0
7530,284610.54658218665,2011-01-06 17:42:02,690.3478246487399,2,30,0.5501165986061096,3.912306070327759,22.414818767976836,23.047497473288956,90.40023900928284,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7531,284640.561591004,2011-01-06 17:42:32,720.3628334510627,2,30,0.5501165986061096,3.916029214859009,22.41940524418311,23.047497473288956,90.41819147786724,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7532,284670.5768495387,2011-01-06 17:43:02,750.3780920108579,2,30,0.550297200679779,3.919266939163208,22.423991724557755,23.047497473288956,90.43615949865496,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7533,284700.5918081008,2011-01-06 17:43:32,780.3930505428915,2,30,0.5499359965324402,3.922342777252197,22.428578145838607,23.047497473288956,90.4541422003726,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7534,284730.6069332782,2011-01-06 17:44:02,810.4081757252691,2,30,0.5501165986061096,3.925580501556397,22.43316462097805,23.047497473288956,90.47213929403904,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7535,284760.6220736785,2011-01-06 17:44:32,840.423316120562,2,30,0.5501165986061096,3.928332567214966,22.437751039427106,23.047497473288956,90.490149685054,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7536,284790.6371755678,2011-01-06 17:45:02,870.4384180148986,2,30,0.5499359965324402,3.931084632873535,22.4423375031785,23.047497473288956,90.50817342254628,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7537,284820.6524366589,2011-01-06 17:45:32,900.4536791260526,2,30,0.5501165986061096,3.933836698532105,22.446923994549493,23.047497473288956,90.52620985733364,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7538,284850.6674242233,2011-01-06 17:46:02,930.4686666754064,2,30,0.5499359965324402,3.936264991760254,22.45151041032202,23.047497473288956,90.54425819395716,82.78126119479886,0.0,0.10130325704813,0,0,0
7539,284880.68256167124,2011-01-06 17:46:32,960.4838041183408,2,30,0.5501165986061096,3.9390170574188232,22.456096885389115,23.047497473288956,90.56231865621103,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7540,284910.69763731014,2011-01-06 17:47:02,990.4988797522286,2,30,0.550297200679779,3.941607236862183,22.460683348962178,23.047497473288956,90.58039079711617,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7541,284940.7127595853,2011-01-06 17:47:32,1020.514002032373,2,30,0.550297200679779,3.944035530090332,22.465269834220564,23.047497473288956,90.59847441131213,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7542,284970.7279150381,2011-01-06 17:48:02,1050.5291574751689,2,30,0.550297200679779,3.9464638233184814,22.46985631689077,23.047497473288956,90.6165692574952,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7543,285000.7431255331,2011-01-06 17:48:32,1080.5443680002468,2,30,0.5499359965324402,3.948730230331421,22.474442801260665,23.047497473288956,90.63467513675047,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7544,285030.7581035738,2011-01-06 17:49:02,1110.5593460158393,2,30,0.5501165986061096,3.95132040977478,22.47902918254724,23.047497473288956,90.65279170932928,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7545,285060.7599071496,2011-01-06 17:49:32,1140.5611496117244,2,30,0.550297200679779,3.95358681678772,22.483613615966565,23.047497473288956,90.67091149278836,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7546,285090.7727159739,2011-01-06 17:50:02,1170.5739584209878,2,30,0.5501165986061096,3.956015110015869,22.488199669510777,23.047497473288956,90.68904852840986,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7547,285120.787818174,2011-01-06 17:50:32,1200.5890606210864,2,30,0.5501165986061096,3.9582815170288086,22.492786142242,23.047497473288956,90.70719791575412,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
7548,285150.8033130879,2011-01-06 17:51:02,1230.6045555299363,2,30,0.5499359965324402,3.960547924041748,22.49737277067562,23.047497473288956,90.72535862650751,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7549,285180.8181393703,2011-01-06 17:51:32,1260.619381912613,2,30,0.550297200679779,3.9629762172698975,22.50195925710493,23.047497473288956,90.74352932799675,82.78126119479886,6.47544875391759e-05,0.10130325704813,0,0,0
7550,285210.83317887416,2011-01-06 17:52:02,1290.634421316203,2,30,0.5501165986061096,3.965080738067627,22.50654577670548,23.047497473288956,90.7617106640342,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7551,285240.8483211341,2011-01-06 17:52:32,1320.6495636062186,2,30,0.5499359965324402,3.9673471450805664,22.51113228224825,23.047497473288956,90.77990240748468,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7552,285270.86343815614,2011-01-06 17:53:02,1350.6646806232457,2,30,0.5499359965324402,3.969613552093506,22.515718826987698,23.047497473288956,90.7981046559573,82.78126119479886,3.237724376958795e-05,0.10130325704813,0,0,0
7553,285300.8785305568,2011-01-06 17:53:32,1380.6797730088838,2,30,0.5501165986061096,3.971879959106445,22.520305865216983,23.047497473288956,90.81631928915718,82.78126119479886,0.0,0.10130325704813,0,0,0
7554,285330.8937732421,2011-01-06 17:54:02,1410.695015699127,2,30,0.5501165986061096,3.9743082523345943,22.52489309611142,23.047497473288956,90.83454501005076,82.78126119479886,9.713172767078504e-05,0.10130325704813,0,0,0
