Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,Cumulative_Cycle_Index,now_capacity
4142,139492.17195365578,2010-08-21 05:06:16,30.01525246460409,1,12,0.0,3.3533143997192383,12.28214775502528,12.254588703208718,48.79096878327968,44.94780476708467,0.0007770061492919,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0275590518165618
4143,139522.18982393976,2010-08-21 05:06:46,60.03312274360714,1,12,0.0,3.3769497871398926,12.28214775502528,12.254588703208718,48.79096878327968,44.94780476708467,0.0005180359003134,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0275590518165618
4144,139552.2026450948,2010-08-21 05:07:16,90.04594390866467,1,12,0.0,3.395081043243408,12.28214775502528,12.254588703208718,48.79096878327968,44.94780476708467,0.0004209041653666,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0275590518165618
4145,139582.1709404729,2010-08-21 05:07:46,120.01423928174836,1,12,0.0,3.4094889163970947,12.28214775502528,12.254588703208718,48.79096878327968,44.94780476708467,0.0003561496851034,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0275590518165618
4146,139612.19123244926,2010-08-21 05:08:16,30.01525802345847,2,12,0.5501165986061096,3.546282291412353,12.286734813610568,12.254588703208718,48.80708047419407,44.94780476708467,0.0015217304462566,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0321461104018503
4147,139642.20648414694,2010-08-21 05:08:47,60.0305097011012,2,12,0.5501165986061096,3.593229055404663,12.291321872212476,12.254588703208718,48.8234610938388,44.94780476708467,0.0011007785797119,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0367331690037584
4148,139672.22217619713,2010-08-21 05:09:17,90.04620174126283,2,12,0.5499359965324402,3.6291677951812735,12.295908997495411,12.254588703208718,48.84002946223854,44.94780476708467,0.0008741855854168,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0413202942866934
4149,139702.23714037327,2010-08-21 05:09:47,120.06116591736328,2,12,0.5501165986061096,3.658792972564697,12.300496051217234,12.254588703208718,48.8567466566689,44.94780476708467,0.0007446765666827,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0459073480085159
4150,139732.25231533972,2010-08-21 05:10:17,150.0763409038681,2,12,0.550297200679779,3.683723211288452,12.305083074841953,12.254588703208718,48.87358837604359,44.94780476708467,0.0005827903514727,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0504943716332348
4151,139762.2675608269,2010-08-21 05:10:47,180.09158639609487,2,12,0.5501165986061096,3.705415964126587,12.309670131917104,12.254588703208718,48.89053691189227,44.94780476708467,0.0005180359003134,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0550814287083856
4152,139792.28282733652,2010-08-21 05:11:17,210.106852880641,2,12,0.5501165986061096,3.723709106445313,12.31425718535234,12.254588703208718,48.90757687627418,44.94780476708467,0.0004532813909463,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0596684821436213
4153,139822.29806179626,2010-08-21 05:11:47,240.12208734538387,2,12,0.5501165986061096,3.737955093383789,12.318844208260536,12.254588703208718,48.924691926502,44.94780476708467,0.0003237724304199,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0642555050518183
4154,139852.31333688225,2010-08-21 05:12:17,270.1373624263549,2,12,0.5499359965324402,3.747020721435547,12.323431212433832,12.254588703208718,48.94186097079681,44.94780476708467,0.0001942634553415,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0688425092251137
4155,139882.3285710763,2010-08-21 05:12:47,300.1525966254357,2,12,0.5499359965324402,3.751715421676636,12.328018215747868,12.254588703208718,48.95906092945126,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0734295125391497
4156,139912.34400233653,2010-08-21 05:13:17,330.168027880641,2,12,0.5501165986061096,3.754952907562256,12.332605192720932,12.254588703208718,48.976277648205226,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0780164895122137
4157,139942.35924382377,2010-08-21 05:13:47,360.1832693678861,2,12,0.550297200679779,3.7572193145751953,12.337192188348627,12.254588703208718,48.99350640778984,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0826034851399093
4158,139972.37435572807,2010-08-21 05:14:17,390.19838127217065,2,12,0.550297200679779,3.759485721588135,12.341779189375742,12.254588703208718,49.01074595203932,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0871904861670245
4159,140002.38961875398,2010-08-21 05:14:47,420.2136442980968,2,12,0.550297200679779,3.761914014816284,12.346366216465396,12.254588703208718,49.02799604442457,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0917775132566784
4160,140032.40490574966,2010-08-21 05:15:17,450.22893129376286,2,12,0.550297200679779,3.764180421829224,12.350953226848066,12.254588703208718,49.04525670252725,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.0963645236393482
4161,140062.42013865552,2010-08-21 05:15:47,480.2441641996206,2,12,0.5501165986061096,3.766446828842163,12.355540329881054,12.254588703208718,49.06252853614403,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1009516266723355
4162,140092.43545381134,2010-08-21 05:16:17,510.25947935547055,2,12,0.550297200679779,3.768875122070313,12.360127433268785,12.254588703208718,49.0798112963691,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1055387300600667
4163,140122.4506668828,2010-08-21 05:16:47,540.2746924319072,2,12,0.550297200679779,3.771303415298462,12.364714513054398,12.254588703208718,49.097104945582856,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1101258098456803
4164,140152.46631647216,2010-08-21 05:17:17,570.2903420413184,2,12,0.550297200679779,3.7737317085266113,12.369301664437058,12.254588703208718,49.11440998713878,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1147129612283404
4165,140182.48119797217,2010-08-21 05:17:47,600.3052235163021,2,12,0.5501165986061096,3.7761600017547607,12.373888718932417,12.254588703208718,49.13172581076645,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1193000157236987
4166,140212.4964666923,2010-08-21 05:18:17,630.3204922414326,2,12,0.5501165986061096,3.77858829498291,12.37847576096048,12.254588703208718,49.14905274630769,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1238870577517623
4167,140242.51171091135,2010-08-21 05:18:47,660.335736460486,2,12,0.5501165986061096,3.78101658821106,12.383062860331885,12.254588703208718,49.16639115452593,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1284741571231666
4168,140272.5270618915,2010-08-21 05:19:17,690.3510875308461,2,12,0.5501165986061096,3.783444881439209,12.38764993427828,12.254588703208718,49.18374084696054,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1330612310695613
4169,140302.54224557467,2010-08-21 05:19:47,720.3662711238009,2,12,0.5501165986061096,3.7861969470977774,12.392237033143056,12.254588703208718,49.20110233253691,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.137648329934338
4170,140332.5574881396,2010-08-21 05:20:17,750.3815137087819,2,12,0.550297200679779,3.788949012756348,12.396824182396095,12.254588703208718,49.21847598740201,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1422354791873772
4171,140362.57280838315,2010-08-21 05:20:47,780.3968339372744,2,12,0.5501165986061096,3.791539192199707,12.40141138272148,12.254588703208718,49.23586230559151,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1468226795127627
4172,140392.58820589923,2010-08-21 05:21:17,810.412231438354,2,12,0.550297200679779,3.7944531440734863,12.405998505910953,12.254588703208718,49.253261340759884,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1514098027022345
4173,140422.60344812332,2010-08-21 05:21:47,840.4274736674481,2,12,0.5501165986061096,3.797528982162476,12.41058550172977,12.254588703208718,49.27067354509042,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1559967985210519
4174,140452.6185783633,2010-08-21 05:22:17,870.4426039074307,2,12,0.550297200679779,3.800604820251465,12.415172532048382,12.254588703208718,49.28810016885139,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1605838288396643
4175,140482.63380519403,2010-08-21 05:22:47,900.4578307632098,2,12,0.5501165986061096,3.804004430770874,12.419759601356276,12.254588703208718,49.30554175833128,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1651708981475579
4176,140512.64909540772,2010-08-21 05:23:17,930.4731209618589,2,12,0.550297200679779,3.807404041290283,12.424346655104891,12.254588703208718,49.32299859126071,44.94780476708467,0.0001295089750783,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1697579518961731
4177,140542.66433203788,2010-08-21 05:23:47,960.488357607036,2,12,0.5501165986061096,3.810803651809693,12.428933689761294,12.254588703208718,49.340470999127085,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1743449865525761
4178,140572.67965897307,2010-08-21 05:24:17,990.5036845171812,2,12,0.5501165986061096,3.8142032623291016,12.4335207380565,12.254588703208718,49.35795935385027,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1789320348477812
4179,140602.6949829459,2010-08-21 05:24:47,1020.5190084900058,2,12,0.5501165986061096,3.8177647590637207,12.438107806029862,12.254588703208718,49.37546378482012,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.183519102821144
4180,140632.71026273357,2010-08-21 05:25:17,1050.5342882777074,2,12,0.5501165986061096,3.82116436958313,12.44269489076447,12.254588703208718,49.39298387201763,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1881061875557517
4181,140662.72550980476,2010-08-21 05:25:47,1080.549535343857,2,12,0.5501165986061096,3.824402093887329,12.44728195908292,12.254588703208718,49.41051919052714,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.192693255874202
4182,140692.74066166862,2010-08-21 05:26:17,1110.564687217758,2,12,0.5501165986061096,3.827639818191528,12.451868914410438,12.254588703208718,49.42806903165616,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.1972802112017202
4183,140722.75592708553,2010-08-21 05:26:47,1140.5799526296307,2,12,0.5501165986061096,3.8307156562805176,12.45645595380944,12.254588703208718,49.44563389748164,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2018672506007224
4184,140752.7712004522,2010-08-21 05:27:17,1170.595226001342,2,12,0.550297200679779,3.8339531421661377,12.46104298768366,12.254588703208718,49.46321310027275,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2064542844749421
4185,140782.78645975888,2010-08-21 05:27:47,1200.6104853230358,2,12,0.550297200679779,3.837028980255127,12.46563004274238,12.254588703208718,49.48080660109395,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2110413395336614
4186,140812.8018783024,2010-08-21 05:28:17,1230.6259038515225,2,12,0.550297200679779,3.840104818344116,12.470217142066115,12.254588703208718,49.49841434995464,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2156284388573972
4187,140842.81696704394,2010-08-21 05:28:47,1260.6409925880655,2,12,0.5501165986061096,3.843018770217896,12.474804114951322,12.254588703208718,49.51603554096576,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.220215411742604
4188,140872.83224600958,2010-08-21 05:29:17,1290.6562715537184,2,12,0.550297200679779,3.8460946083068848,12.479391201170271,12.254588703208718,49.53367087533448,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2248024979615532
4189,140902.84761793693,2010-08-21 05:29:47,1320.6716434910854,2,12,0.550297200679779,3.849008560180664,12.483978294743306,12.254588703208718,49.55131973076933,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2293895915345878
4190,140932.86275362552,2010-08-21 05:30:17,1350.6867791696227,2,12,0.5501165986061096,3.851598739624024,12.488565377888705,12.254588703208718,49.56898155499638,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2339766746799867
4191,140962.87802848592,2010-08-21 05:30:47,1380.702054030044,2,12,0.5499359965324402,3.8543508052825928,12.493152445892488,12.254588703208718,49.58665576017059,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2385637426837696
4192,140992.89352390607,2010-08-21 05:31:17,1410.7175494551805,2,12,0.5501165986061096,3.856940984725952,12.49773952804166,12.254588703208718,49.60434188618595,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2431508248329414
4193,141022.9085379264,2010-08-21 05:31:47,1440.7325634805206,2,12,0.550297200679779,3.8593692779541016,12.50232657843902,12.254588703208718,49.62203899395826,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2477378752303014
4194,141052.923807253,2010-08-21 05:32:17,1470.7478327971253,2,12,0.550297200679779,3.861473798751831,12.506913632406963,12.254588703208718,49.63974635368192,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2523249291982452
4195,141082.93907623878,2010-08-21 05:32:47,1500.7631017879175,2,12,0.550297200679779,3.863416433334351,12.511500687371647,12.254588703208718,49.65746312846517,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2569119841629295
4196,141112.95454658143,2010-08-21 05:33:17,1530.7785721255282,2,12,0.5501165986061096,3.86503529548645,12.51608778304522,12.254588703208718,49.67518855321666,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2614990798365024
4197,141142.96975122183,2010-08-21 05:33:47,1560.7937767709525,2,12,0.5501165986061096,3.86681604385376,12.52067484860115,12.254588703208718,49.692921659928594,44.94780476708467,9.713172767078504e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2660861453924319
4198,141172.9848636324,2010-08-21 05:34:17,1590.8088891814984,2,12,0.550297200679779,3.86811113357544,12.525261877694229,12.254588703208718,49.71066174071948,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2706731744855108
4199,141203.00015499894,2010-08-21 05:34:47,1620.8241805480582,2,12,0.550297200679779,3.869406223297119,12.529849042824816,12.254588703208718,49.72840874210954,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2752603396160982
4200,141233.01802189447,2010-08-21 05:35:17,1650.8420474386162,2,12,0.5501165986061096,3.870701313018799,12.53443652487784,12.254588703208718,49.74616291245946,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2798478216691222
4201,141263.0306601086,2010-08-21 05:35:47,1680.854685657716,2,12,0.5501165986061096,3.871834516525269,12.539023234094458,12.254588703208718,49.76391959560726,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2844345308857399
4202,141293.04591741026,2010-08-21 05:36:17,1710.8699429593755,2,12,0.550297200679779,3.873129606246948,12.543610354248711,12.254588703208718,49.781683001846325,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2890216510399934
4203,141323.06117233098,2010-08-21 05:36:47,1740.8851978801013,2,12,0.5499359965324402,3.874100923538208,12.548197525900468,12.254588703208718,49.79945154802743,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.2936088226917501
4204,141353.0764584745,2010-08-21 05:37:17,1770.9004840236437,2,12,0.5501165986061096,3.875072240829468,12.55278461148243,12.254588703208718,49.81722420070811,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.298195908273712
4205,141383.0917027938,2010-08-21 05:37:47,1800.9157283379343,2,12,0.5501165986061096,3.876043558120728,12.557371718569351,12.254588703208718,49.83500153184065,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3027830153606334
4206,141413.10700112776,2010-08-21 05:38:17,1830.9310266969217,2,12,0.5501165986061096,3.8770148754119873,12.56195877826897,12.254588703208718,49.85278300646304,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3073700750602519
4207,141443.12223330178,2010-08-21 05:38:47,1860.9462588759675,2,12,0.5501165986061096,3.877824306488037,12.566545838575935,12.254588703208718,49.87056870944492,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3119571353672175
4208,141473.1374825283,2010-08-21 05:39:17,1890.9615080974893,2,12,0.5501165986061096,3.878795623779297,12.57113289108342,12.254588703208718,49.888358524058695,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3165441878747028
4209,141503.1527646719,2010-08-21 05:39:47,1920.9767902410624,2,12,0.5499359965324402,3.8794431686401367,12.575719495192349,12.254588703208718,49.90615056800415,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3211307919836308
4210,141533.1680375674,2010-08-21 05:40:17,1950.992063111524,2,12,0.5501165986061096,3.8805763721466064,12.580305666733665,12.254588703208718,49.923944844594885,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3257169635249468
4211,141563.18344503836,2010-08-21 05:40:48,1981.007470622552,2,12,0.5499359965324402,3.8812239170074463,12.584891875520754,12.254588703208718,49.94174328050973,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3303031723120355
4212,141593.19885477494,2010-08-21 05:41:18,2011.022880319026,2,12,0.5501165986061096,3.882033348083496,12.589478072554751,12.254588703208718,49.95954560287925,44.94780476708467,-3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3348893693460333
4213,141623.21410253277,2010-08-21 05:41:48,2041.038128101962,2,12,0.5501165986061096,3.883004665374756,12.594064871190728,12.254588703208718,49.97735429586002,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3394761679820099
4214,141653.22909069364,2010-08-21 05:42:18,2071.0531162427897,2,12,0.5501165986061096,3.883975982666016,12.598652001715394,12.254588703208718,49.99516832021755,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3440632985066756
4215,141683.24434515325,2010-08-21 05:42:48,2101.068370702366,2,12,0.5499359965324402,3.884623527526856,12.603239088818128,12.254588703208718,50.012986014305085,44.94780476708467,-3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3486503856094103
4216,141713.25964007867,2010-08-21 05:43:18,2131.083665627795,2,12,0.5501165986061096,3.8855948448181152,12.607826185047136,12.254588703208718,50.03080764532136,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3532374818384181
4217,141743.27489966102,2010-08-21 05:43:48,2161.0989252051263,2,12,0.550297200679779,3.886404275894165,12.612413267175125,12.254588703208718,50.04863321018024,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3578245639664068
4218,141773.29027915723,2010-08-21 05:44:18,2191.1143047063447,2,12,0.5501165986061096,3.887213706970215,12.6170004096245,12.254588703208718,50.066463018303736,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3624117064157826
4219,141803.3054082744,2010-08-21 05:44:48,2221.1294338185166,2,12,0.5499359965324402,3.8881850242614746,12.621587455103596,12.254588703208718,50.08429644276159,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3669987518948776
4220,141833.32070378127,2010-08-21 05:45:18,2251.14472935547,2,12,0.5501165986061096,3.888994455337525,12.626174521523902,12.254588703208718,50.10213405067041,44.94780476708467,-3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3715858183151841
4221,141863.33619463502,2010-08-21 05:45:48,2281.160220184151,2,12,0.5501165986061096,3.889803886413574,12.630761658705351,12.254588703208718,50.1199759725406,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3761729554966333
4222,141893.35119925693,2010-08-21 05:46:18,2311.1752248060548,2,12,0.5501165986061096,3.890775203704834,12.635348710513036,12.254588703208718,50.137821761937005,44.94780476708467,0.0,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3807600073043176
4223,141923.36645870394,2010-08-21 05:46:48,2341.190484258074,2,12,0.5501165986061096,3.8917465209960938,12.639935841245094,12.254588703208718,50.15567208088402,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3853471380363764
4224,141953.3817323012,2010-08-21 05:47:18,2371.205757855347,2,12,0.5501165986061096,3.8927178382873535,12.644522920051568,12.254588703208718,50.173526403656645,44.94780476708467,3.237724376958795e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3899342168428497
4225,141983.39699381837,2010-08-21 05:47:48,2401.2210193675005,2,12,0.5501165986061096,3.8938510417938232,12.649109896498029,12.254588703208718,50.19138466493624,44.94780476708467,6.47544875391759e-05,0.0828132107853889,0,0,0,CS2_35_8_30_10_sheet2.csv,15,0.3945211932893109
