Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,Cumulative_Cycle_Index,now_capacity
14101,471139.1072087888,2010-08-25 01:14:16,30.015231532434683,1,39,0.0,3.404470443725586,41.631148744969686,41.57987188566816,165.28663096674236,152.76520463311914,0.0006475448608398,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0512768593015238
14102,471169.1224561306,2010-08-25 01:14:46,60.030478869258765,1,39,0.0,3.424868106842041,41.631148744969686,41.57987188566816,165.28663096674236,152.76520463311914,0.0004532813909463,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0512768593015238
14103,471199.13771496114,2010-08-25 01:15:16,90.04573769972856,1,39,0.0,3.4395995140075684,41.631148744969686,41.57987188566816,165.28663096674236,152.76520463311914,0.0003561496851034,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0512768593015238
14104,471229.1060890404,2010-08-25 01:15:46,120.0141117789722,1,39,0.0,3.451255321502685,41.631148744969686,41.57987188566816,165.28663096674236,152.76520463311914,0.0003237724304199,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0512768593015238
14105,471259.1265246436,2010-08-25 01:16:16,30.01547665836392,2,39,0.5501165986061096,3.581573486328125,41.63573575660304,41.57987188566816,165.3029200366512,152.76520463311914,0.0013598442310467,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0558638709348784
14106,471289.1415486186,2010-08-25 01:16:46,60.030500623476975,2,39,0.5501165986061096,3.6238255500793457,41.64032267403892,41.57987188566816,165.31945160217592,152.76520463311914,0.0009389400365762,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0604507883707583
14107,471319.1568196896,2010-08-25 01:17:16,90.04577170447885,2,39,0.5501165986061096,3.656040906906128,41.64490961942514,41.57987188566816,165.33615097349937,152.76520463311914,0.0007446765666827,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0650377337569807
14108,471349.1720503649,2010-08-25 01:17:46,120.06100237977728,2,39,0.5501165986061096,3.681942462921143,41.64949653309064,41.57987188566816,165.3529823621739,152.76520463311914,0.0005827903514727,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0696246474224793
14109,471379.18731906,2010-08-25 01:18:16,150.07627107483265,2,39,0.5501165986061096,3.703635215759277,41.65408341133488,41.57987188566816,165.36992250334688,152.76520463311914,0.0005827903514727,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.074211525666719
14110,471409.20255376527,2010-08-25 01:18:46,180.09150577015023,2,39,0.5501165986061096,3.721442699432373,41.65867028877936,41.57987188566816,165.38695318309018,152.76520463311914,0.0003885269106831,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0787984031112003
14111,471439.217949923,2010-08-25 01:19:16,210.1069019278817,2,39,0.550297200679779,3.7353649139404297,41.663257250664046,41.57987188566816,165.4040571473881,152.76520463311914,0.0002913951757363,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.083385364995884
14112,471469.2330721831,2010-08-25 01:19:46,240.12202418797617,2,39,0.5501165986061096,3.7449162006378174,41.66784412608267,41.57987188566816,165.42121474907125,152.76520463311914,0.0001942634553415,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0879722404145084
14113,471499.248455529,2010-08-25 01:20:16,270.13740753377647,2,39,0.5499359965324402,3.750582218170166,41.67243107690025,41.57987188566816,165.4384068616254,152.76520463311914,0.0001295089750783,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0925591912320911
14114,471529.2635681952,2010-08-25 01:20:46,300.1525202049724,2,39,0.5501165986061096,3.754305362701416,41.67701797014113,41.57987188566816,165.45561919679872,152.76520463311914,0.0001295089750783,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.0971460844729676
14115,471559.2788278677,2010-08-25 01:21:16,330.16777987754097,2,39,0.5499359965324402,3.757057428359986,41.681604881470285,41.57987188566816,165.47284650828115,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1017329958021235
14116,471589.29420847166,2010-08-25 01:21:46,360.1831604764953,2,39,0.550297200679779,3.7599713802337646,41.68619180639796,41.57987188566816,165.4900869759394,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1063199207297955
14117,471619.3093209022,2010-08-25 01:22:16,390.198272912104,2,39,0.5499359965324402,3.762561559677124,41.69077865915336,41.57987188566816,165.50733962338242,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1109067734851976
14118,471649.3247088295,2010-08-25 01:22:46,420.2136608343101,2,39,0.5501165986061096,3.765313625335693,41.69536553122503,41.57987188566816,165.52460469358653,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1154936455568673
14119,471679.3399565171,2010-08-25 01:23:16,450.2289085270212,2,39,0.5499359965324402,3.7679038047790527,41.69995244416137,41.57987188566816,165.54188220612306,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1200805584932069
14120,471709.3550706771,2010-08-25 01:23:46,480.2440226919399,2,39,0.550297200679779,3.770655870437622,41.70453928675232,41.57987188566816,165.55917173003837,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1246674010841601
14121,471739.3703299487,2010-08-25 01:24:16,510.2592819534841,2,39,0.5501165986061096,3.773407936096192,41.70912618817634,41.57987188566816,165.57647364365803,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1292543025081798
14122,471769.385569907,2010-08-25 01:24:46,540.2745219219439,2,39,0.5501165986061096,3.775836229324341,41.71371306561384,41.57987188566816,165.59378764702146,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1338411799456764
14123,471799.40085181006,2010-08-25 01:25:16,570.2898038249175,2,39,0.5499359965324402,3.77858829498291,41.71830000322702,41.57987188566816,165.61111392959504,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1384281175588597
14124,471829.4162566594,2010-08-25 01:25:46,600.305208669299,2,39,0.5501165986061096,3.7811784744262695,41.72288689857119,41.57987188566816,165.62845215667056,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1430150129030281
14125,471859.4313315866,2010-08-25 01:26:16,630.3202835964249,2,39,0.5501165986061096,3.784092426300049,41.72747373602887,41.57987188566816,165.64580228614807,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1476018503607079
14126,471889.446586748,2010-08-25 01:26:46,660.3355387577501,2,39,0.5499359965324402,3.786682605743408,41.73206059665381,41.57987188566816,165.66316481453012,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1521887109856479
14127,471919.462094193,2010-08-25 01:27:16,690.3510462279065,2,39,0.5501165986061096,3.7894346714019775,41.73664748406421,41.57987188566816,165.680539996398,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1567755983960452
14128,471949.4771024189,2010-08-25 01:27:46,720.3660544287301,2,39,0.5499359965324402,3.792186737060547,41.741234339147,41.57987188566816,165.6979278880859,152.76520463311914,3.237724376958795e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1613624534788371
14129,471979.49234665296,2010-08-25 01:28:16,750.3812986578087,2,39,0.5501165986061096,3.795100688934326,41.7458211856987,41.57987188566816,165.71532899458194,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1659493000305403
14130,472009.5076224608,2010-08-25 01:28:46,780.3965744756161,2,39,0.5499359965324402,3.798338413238525,41.75040800689416,41.57987188566816,165.73274383905283,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1705361212260001
14131,472039.522898008,2010-08-25 01:29:16,810.411850012724,2,39,0.550297200679779,3.801414251327514,41.75499484579395,41.57987188566816,165.7501731528402,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1751229601257904
14132,472069.5381297509,2010-08-25 01:29:46,840.4270817657085,2,39,0.5499359965324402,3.804813861846924,41.759581738743854,41.57987188566816,165.7676174524494,152.76520463311914,0.0001295089750783,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1797098530756926
14133,472099.5533599499,2010-08-25 01:30:17,870.442311994895,2,39,0.5499359965324402,3.808051586151123,41.76416860453643,41.57987188566816,165.78507701942772,152.76520463311914,6.47544875391759e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1842967188682678
14134,472129.5689589131,2010-08-25 01:30:47,900.4579109580801,2,39,0.5501165986061096,3.811774969100952,41.768755599711454,41.57987188566816,165.8025527687093,152.76520463311914,0.0001295089750783,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1888837140432926
14135,472159.5841341002,2010-08-25 01:31:17,930.4730861150098,2,39,0.550297200679779,3.815174579620361,41.77334252978289,41.57987188566816,165.82004425141108,152.76520463311914,9.713172767078504e-05,0.0842843055725097,0,0,0,CS2_35_8_30_10_sheet2.csv,42,0.1934706441147256
