Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,file_date
9894,379305.12943547335,2011-01-14 21:09:56,30.015240825596106,1,43,0.0,3.624958753585816,29.75274871102156,29.68879434904577,120.49404140493212,105.77416400595826,0.0007122993702068,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9895,379335.144391018,2011-01-14 21:10:26,60.03019643534656,1,43,0.0,3.644708871841431,29.75274871102156,29.68879434904577,120.49404140493212,105.77416400595826,0.0003885269106831,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9896,379365.15953066136,2011-01-14 21:10:56,90.04533616899042,1,43,0.0,3.659116744995117,29.75274871102156,29.68879434904577,120.49404140493212,105.77416400595826,0.0003561496851034,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9897,379395.1278043855,2011-01-14 21:11:26,120.0136097126685,1,43,0.0,3.669963121414185,29.75274871102156,29.68879434904577,120.49404140493212,105.77416400595826,0.0002590179501567,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9898,379425.1466507935,2011-01-14 21:11:56,30.015260985841635,2,43,0.5501165986061096,3.791539192199707,29.75733524770857,29.68879434904577,120.51134239287786,105.77416400595826,0.0007770538213662,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9899,379455.1616106539,2011-01-14 21:12:26,60.03022083616089,2,43,0.5501165986061096,3.813231945037842,29.76192173978687,29.68879434904577,120.52878640155896,105.77416400595826,0.0004856586456298,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9900,379485.1767755002,2011-01-14 21:12:56,90.04538569241802,2,43,0.5501165986061096,3.826992273330689,29.76650824480813,29.68879434904577,120.54630907574736,105.77416400595826,0.0002913951757363,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9901,379515.17843909713,2011-01-14 21:13:26,120.04704937960764,2,43,0.5499359965324402,3.837676525115967,29.771092592244106,29.68879434904577,120.5638785875453,105.77416400595826,0.0002590179501567,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9902,379545.19133027166,2011-01-14 21:13:56,150.05994045390048,2,43,0.5499359965324402,3.846580266952514,29.775678718814525,29.68879434904577,120.58149987009156,105.77416400595826,0.0001942634553415,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9903,379575.20647690754,2011-01-14 21:14:26,180.07508710979673,2,43,0.5499359965324402,3.8549983501434326,29.78026513699833,29.68879434904577,120.59916171305989,105.77416400595826,0.0002266406954731,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9904,379605.2215588071,2011-01-14 21:14:56,210.09016898925017,2,43,0.5501165986061096,3.862283229827881,29.784851587933726,29.68879434904577,120.61685946481536,105.77416400595826,0.0001618862152099,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9905,379635.23689851904,2011-01-14 21:15:26,240.10550873137663,2,43,0.5501165986061096,3.869244337081909,29.789438085250133,29.68879434904577,120.63459004099678,105.77416400595826,0.0001618862152099,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9906,379665.25195277965,2011-01-14 21:15:56,270.120562976958,2,43,0.5501165986061096,3.875719785690308,29.794024528243003,29.68879434904577,120.6523509077428,105.77416400595826,0.0001942634553415,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9907,379695.2668964998,2011-01-14 21:16:26,300.1355066820383,2,43,0.5501165986061096,3.881871461868286,29.79861100342191,29.68879434904577,120.67014086014446,105.77416400595826,0.0001618862152099,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9908,379725.2820220231,2011-01-14 21:16:56,330.15063219524046,2,43,0.5499359965324402,3.8875374794006334,29.80319749627409,29.68879434904577,120.6879580692506,105.77416400595826,0.0001618862152099,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9909,379755.2971555312,2011-01-14 21:17:26,360.1657657184059,2,43,0.550297200679779,3.893041610717773,29.80778400673752,29.68879434904577,120.70580110327067,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9910,379785.3123653695,2011-01-14 21:17:56,390.18097567707207,2,43,0.5499359965324402,3.898060083389282,29.81237054322556,29.68879434904577,120.72366864224227,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9911,379815.3273488137,2011-01-14 21:18:26,420.1959589958821,2,43,0.5501165986061096,3.903402328491211,29.81695697823033,29.68879434904577,120.74155956272384,105.77416400595826,0.0001618862152099,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9912,379845.3424701715,2011-01-14 21:18:56,450.21108035372777,2,43,0.5501165986061096,3.9082589149475098,29.82154355161609,29.68879434904577,120.75947392134148,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9913,379875.3577265208,2011-01-14 21:19:26,480.22633670802617,2,43,0.5501165986061096,3.912953615188599,29.826130068405845,29.68879434904577,120.77741002939035,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9914,379905.372689118,2011-01-14 21:19:56,510.24129930017887,2,43,0.550297200679779,3.9174861907958975,29.83071656242165,29.68879434904577,120.79536715799225,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9915,379935.3878240597,2011-01-14 21:20:26,540.2564342368672,2,43,0.5501165986061096,3.921695232391357,29.835303100037088,29.68879434904577,120.81334471319994,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9916,379965.4029288813,2011-01-14 21:20:56,570.2715390685246,2,43,0.550297200679779,3.925904273986816,29.8398896019509,29.68879434904577,120.83134146457276,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9917,379995.41834424186,2011-01-14 21:21:26,600.2869544341281,2,43,0.5497553944587708,3.9296276569366455,29.84447617346543,29.68879434904577,120.8493568908932,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9918,380025.4331460433,2011-01-14 21:21:56,630.3017562255159,2,43,0.5501165986061096,3.933674812316896,29.84906265718829,29.68879434904577,120.8673897294344,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9919,380055.44825463934,2011-01-14 21:22:26,660.3168648265677,2,43,0.5501165986061096,3.9372363090515137,29.853649145144782,29.68879434904577,120.88543966096974,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9920,380085.4633803379,2011-01-14 21:22:56,690.3319905202196,2,43,0.550297200679779,3.940959692001343,29.858235676099145,29.68879434904577,120.9035061707348,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9921,380115.4787524758,2011-01-14 21:23:26,720.3473626630988,2,43,0.5499359965324402,3.944035530090332,29.86282225360005,29.68879434904577,120.92158856350888,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9922,380145.4935941416,2011-01-14 21:23:56,750.3622043238532,2,43,0.5501165986061096,3.947435140609741,29.86740877025952,29.68879434904577,120.93968583028428,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9923,380175.5087119707,2011-01-14 21:24:26,780.3773221579166,2,43,0.5501165986061096,3.9505109786987305,29.871995448924803,29.68879434904577,120.957798355161,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9924,380205.5238747368,2011-01-14 21:24:56,810.3924850091768,2,43,0.5501165986061096,3.9537487030029297,29.876582647930924,29.68879434904577,120.97592721293364,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9925,380235.53894395457,2011-01-14 21:25:26,840.4075541368488,2,43,0.5501165986061096,3.956662654876709,29.88116990983985,29.68879434904577,120.99407039370702,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9926,380265.5540665205,2011-01-14 21:25:56,870.4226767077178,2,43,0.5501165986061096,3.959576606750488,29.88575710087704,29.68879434904577,121.01222698178876,105.77416400595826,3.237724376958795e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9927,380295.5691700188,2011-01-14 21:26:26,900.437780226102,2,43,0.5501165986061096,3.962490558624268,29.89034412388748,29.68879434904577,121.03039639970784,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9928,380325.5842749557,2011-01-14 21:26:56,930.4528851580092,2,43,0.5501165986061096,3.965404510498047,29.89493059988199,29.68879434904577,121.04857688647355,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9929,380355.5994013962,2011-01-14 21:27:26,960.46801157346,2,43,0.5501165986061096,3.968318462371826,29.89951707436647,29.68879434904577,121.06677062707782,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9930,380385.614500243,2011-01-14 21:27:56,990.483110450276,2,43,0.5501165986061096,3.971070528030396,29.904103545760123,29.68879434904577,121.08497738449142,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9931,380415.6297692488,2011-01-14 21:28:26,1020.4983794661308,2,43,0.5499359965324402,3.973660707473755,29.908690035578,29.68879434904577,121.10319698909824,105.77416400595826,3.237724376958795e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9932,380445.64472938987,2011-01-14 21:28:56,1050.5133395670748,2,43,0.5501165986061096,3.976574659347534,29.91327653208812,29.68879434904577,121.12142927618892,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9933,380475.6598582765,2011-01-14 21:29:26,1080.5284684787468,2,43,0.5501165986061096,3.979326725006104,29.91786307137728,29.68879434904577,121.13967394731796,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9934,380505.6750389271,2011-01-14 21:29:56,1110.5436492095685,2,43,0.5501165986061096,3.981755018234253,29.92244944731826,29.68879434904577,121.15793064385372,105.77416400595826,3.237724376958795e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9935,380535.6900723858,2011-01-14 21:30:26,1140.5586825881428,2,43,0.5501165986061096,3.984668970108032,29.9270359138612,29.68879434904577,121.17619992136416,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9936,380565.70518306206,2011-01-14 21:30:56,1170.573793244317,2,43,0.5501165986061096,3.987259149551392,29.931622343328968,29.68879434904577,121.1944812901594,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9937,380595.7205171301,2011-01-14 21:31:26,1200.5891273072891,2,43,0.5501165986061096,3.990011215209961,29.936208759782687,29.68879434904577,121.21277455126852,105.77416400595826,9.713172767078504e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9938,380625.7360101141,2011-01-14 21:31:56,1230.604620396604,2,43,0.550297200679779,3.99260139465332,29.94079519171033,29.68879434904577,121.23107979727412,105.77416400595826,0.0001295089750783,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9939,380655.73717900313,2011-01-14 21:32:26,1260.605789285604,2,43,0.5499359965324402,3.9948675632476807,29.94537953803728,29.68879434904577,121.24938849643102,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
9940,380685.75014966575,2011-01-14 21:32:56,1290.6187598530182,2,43,0.550297200679779,3.99761962890625,29.94996566736661,29.68879434904577,121.267715970044,105.77416400595826,6.47544875391759e-05,0.104450523853302,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
