Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,file_date
5261,191181.63818182063,2010-12-22 17:16:24,30.015066117608047,1,19,0.0,3.4926981925964355,15.718170823273386,15.702312370260731,63.09941314685597,56.87722254666623,0.0007770538213662,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5262,191211.6532738979,2010-12-22 17:16:54,60.030158209852985,1,19,0.0,3.5168190002441406,15.718170823273386,15.702312370260731,63.09941314685597,56.87722254666623,0.0005504131549969,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5263,191241.6683143917,2010-12-22 17:17:24,90.04519867863492,1,19,0.0,3.534950256347656,15.718170823273386,15.702312370260731,63.09941314685597,56.87722254666623,0.0004209041653666,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5264,191271.6365094876,2010-12-22 17:17:54,120.01339383967026,1,19,0.0,3.549034357070923,15.718170823273386,15.702312370260731,63.09941314685597,56.87722254666623,0.0003561496851034,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5265,191301.65065961925,2010-12-22 17:18:24,30.01505955628044,2,19,0.5499359965324402,3.6897130012512207,15.722757626304675,15.702312370260731,63.11621234127488,56.87722254666623,0.0011655807029455,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5266,191331.66572439848,2010-12-22 17:18:54,60.030124275408426,2,19,0.5501165986061096,3.724032878875733,15.727344476942816,15.702312370260731,63.133220352719725,56.87722254666623,0.0007770538213662,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5267,191361.68093280515,2010-12-22 17:19:24,90.04533278234685,2,19,0.5501165986061096,3.7476682662963854,15.731931326375502,15.702312370260731,63.15035876674548,56.87722254666623,0.0005180359003134,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5268,191391.69589605683,2010-12-22 17:19:54,120.06029592871492,2,19,0.550297200679779,3.764827966690064,15.736518084579618,15.702312370260731,63.16758982294642,56.87722254666623,0.0004209041653666,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5269,191421.71108053395,2010-12-22 17:20:24,150.07548047101827,2,19,0.5501165986061096,3.7761600017547607,15.7411048473856,15.702312370260731,63.184886152352,56.87722254666623,0.0001942634553415,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5270,191451.72602668803,2010-12-22 17:20:54,180.090426564952,2,19,0.550297200679779,3.7844161987304688,15.745691545679014,15.702312370260731,63.20222611689468,56.87722254666623,0.0002266406954731,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5271,191481.74109461016,2010-12-22 17:21:24,210.105494482038,2,19,0.5501165986061096,3.7905678749084473,15.750278248495675,15.702312370260731,63.219598219808034,56.87722254666623,0.0001618862152099,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5272,191511.75617129405,2010-12-22 17:21:54,240.120571231102,2,19,0.5501165986061096,3.796072006225586,15.754865009272113,15.702312370260731,63.23699738260966,56.87722254666623,0.0001295089750783,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5273,191541.77136889385,2010-12-22 17:22:24,270.1357688308984,2,19,0.5501165986061096,3.8012523651123047,15.759451811519444,15.702312370260731,63.25442114131232,56.87722254666623,0.0001618862152099,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5274,191571.78631898767,2010-12-22 17:22:54,300.1507188896986,2,19,0.5501165986061096,3.8059470653533936,15.764038624573162,15.702312370260731,63.271867854571816,56.87722254666623,9.713172767078504e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5275,191601.80136658423,2010-12-22 17:23:24,330.1657664561428,2,19,0.5501165986061096,3.8106417655944815,15.768625406083505,15.702312370260731,63.28933616451062,56.87722254666623,0.0001295089750783,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5276,191631.8164426968,2010-12-22 17:23:54,360.18084256862267,2,19,0.5501165986061096,3.8153364658355713,15.773212157556236,15.702312370260731,63.30682539718139,56.87722254666623,0.0001618862152099,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5277,191661.83151870896,2010-12-22 17:24:25,390.1959186410028,2,19,0.550297200679779,3.81970739364624,15.777798860422449,15.702312370260731,63.32433473664472,56.87722254666623,0.0001295089750783,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5278,191691.8467347597,2010-12-22 17:24:55,420.2111347217885,2,19,0.5501165986061096,3.8235926628112793,15.782385646757067,15.702312370260731,63.34186388146949,56.87722254666623,6.47544875391759e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5279,191721.86165121483,2010-12-22 17:25:25,450.22605109676766,2,19,0.550297200679779,3.827963590621948,15.786972373877534,15.702312370260731,63.359411641222366,56.87722254666623,0.0001295089750783,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5280,191751.8767324701,2010-12-22 17:25:55,480.2411323420203,2,19,0.5501165986061096,3.831686973571777,15.791559063146996,15.702312370260731,63.37697777366376,56.87722254666623,6.47544875391759e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5281,191781.89192441583,2010-12-22 17:26:25,510.256324352909,2,19,0.5499359965324402,3.8357338905334473,15.796145844421403,15.702312370260731,63.39456244661434,56.87722254666623,9.713172767078504e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5282,191811.90688053475,2010-12-22 17:26:55,540.271280466777,2,19,0.5501165986061096,3.8396191596984863,15.800732497984407,15.702312370260731,63.41216470477029,56.87722254666623,9.713172767078504e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5283,191841.9219177905,2010-12-22 17:27:25,570.2863177275759,2,19,0.5501165986061096,3.843666315078736,15.80531916545727,15.702312370260731,63.42978495581535,56.87722254666623,0.0001295089750783,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5284,191871.9370042437,2010-12-22 17:27:55,600.3014041156263,2,19,0.5501165986061096,3.847389698028565,15.809905904853768,15.702312370260731,63.44742338169931,56.87722254666623,9.713172767078504e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5285,191901.95205079767,2010-12-22 17:28:25,630.3164507347129,2,19,0.550297200679779,3.8514368534088135,15.814492650092877,15.702312370260731,63.465079574402445,56.87722254666623,9.713172767078504e-05,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
5286,191931.96712100544,2010-12-22 17:28:55,660.3315208773371,2,19,0.550297200679779,3.855322122573853,15.819079397909904,15.702312370260731,63.48275337422056,56.87722254666623,0.0001618862152099,0.096440702676773,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
