Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,file_date
1179,42912.36901505782,2010-12-21 00:04:57,30.0152342961138,1,5,0.0,3.456921339035034,3.523506698867597,3.523766775651116,14.1511525752581,12.769406033851002,0.0008418083307333,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1180,42942.38412502956,2010-12-21 00:05:27,60.03034426785115,1,5,0.0,3.482985019683838,3.523506698867597,3.523766775651116,14.1511525752581,12.769406033851002,0.0005827903514727,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1181,42972.39908723358,2010-12-21 00:05:57,90.0453064969366,1,5,0.0,3.502411365509033,3.523506698867597,3.523766775651116,14.1511525752581,12.769406033851002,0.0003885269106831,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1182,43002.367320549565,2010-12-21 00:06:27,120.01353981291908,1,5,0.0,3.5179522037506104,3.523506698867597,3.523766775651116,14.1511525752581,12.769406033851002,0.0003561496851034,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1183,43032.381614726895,2010-12-21 00:06:57,30.01517368528608,2,5,0.550297200679779,3.662678241729736,3.528094165029587,3.523766775651116,14.167817811284753,12.769406033851002,0.0012950897216796,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1184,43062.39660709598,2010-12-21 00:07:27,60.03016607442366,2,5,0.550297200679779,3.700559377670288,3.532681626397031,3.523766775651116,14.184713017599648,12.769406033851002,0.0008094310760498,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1185,43092.41166943418,2010-12-21 00:07:57,90.04522839257692,2,5,0.550297200679779,3.727594375610352,3.537269010344437,3.523766775651116,14.201753947276716,12.769406033851002,0.0006799221155233,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1186,43122.427165912726,2010-12-21 00:08:27,120.06072489117147,2,5,0.550297200679779,3.7476682662963854,3.541856443571393,3.523766775651116,14.218901945763076,12.769406033851002,0.0004856586456298,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1187,43152.4419608054,2010-12-21 00:08:57,150.07551976379682,2,5,0.550297200679779,3.762399673461914,3.546443750032426,3.523766775651116,14.236129680877632,12.769406033851002,0.0002913951757363,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1188,43182.45704835133,2010-12-21 00:09:27,180.09060732476584,2,5,0.550297200679779,3.7722747325897217,3.551031221103388,3.523766775651116,14.253414044507226,12.769406033851002,0.0001942634553415,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1189,43212.47213291986,2010-12-21 00:09:57,210.10569187825087,2,5,0.550297200679779,3.77907395362854,3.555618687080311,3.523766775651116,14.270735630078574,12.769406033851002,0.0001618862152099,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1190,43242.48723954327,2010-12-21 00:10:27,240.12079851669347,2,5,0.550297200679779,3.784578084945679,3.560206134399198,3.523766775651116,14.288084796104398,12.769406033851002,0.0001618862152099,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1191,43272.50257511641,2010-12-21 00:10:57,270.136134139956,2,5,0.550297200679779,3.789596557617188,3.564793557534866,3.523766775651116,14.3054576930666,12.769406033851002,0.0001618862152099,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
1192,43302.51741803358,2010-12-21 00:11:27,300.15097700701364,2,5,0.5501165986061096,3.7941293716430655,3.569380967793739,3.523766775651116,14.322852540907336,12.769406033851002,9.713172767078504e-05,0.0931989923119545,0,0,0,CS2_35_12_23_10_sheet2.csv,2025-04-20 22:12:06.059970
