Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),source_file,file_date
8804,336964.8235347003,2011-01-14 09:24:09,30.015250469632008,1,38,0.0,3.623501777648926,26.471654046455967,26.41359105489452,107.17346049037924,94.1893152292886,0.0006475448608398,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8805,336994.83850863075,2011-01-14 09:24:39,60.030224364955735,1,38,0.0,3.643413782119751,26.471654046455967,26.41359105489452,107.17346049037924,94.1893152292886,0.0004532813909463,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8806,337024.8538970242,2011-01-14 09:25:09,90.0456128736235,1,38,0.0,3.6574978828430176,26.471654046455967,26.41359105489452,107.17346049037924,94.1893152292886,0.0003237724304199,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8807,337054.82202033343,2011-01-14 09:25:39,120.0137360776088,1,38,0.0,3.668182373046875,26.471654046455967,26.41359105489452,107.17346049037924,94.1893152292886,0.0002590179501567,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8808,337084.8407916635,2011-01-14 09:26:09,30.015107523365927,2,38,0.5501165986061096,3.789272785186768,26.476240573730337,26.41359105489452,107.19075138978822,94.1893152292886,0.0008094310760498,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8809,337114.8559121943,2011-01-14 09:26:40,60.03022805415034,2,38,0.5501165986061096,3.8109655380249023,26.480827090857147,26.41359105489452,107.20818509809384,94.1893152292886,0.0004856586456298,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8810,337144.87103044445,2011-01-14 09:27:10,90.04534631427559,2,38,0.5501165986061096,3.824563980102539,26.48541358185286,26.41359105489452,107.2256968450167,94.1893152292886,0.0002913951757363,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8811,337174.88616267435,2011-01-14 09:27:40,120.0604785592554,2,38,0.5497553944587708,3.835086345672608,26.48999999637813,26.41359105489452,107.24326317511094,94.1893152292886,0.0002590179501567,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8812,337204.9012710699,2011-01-14 09:28:10,150.07558693975756,2,38,0.5499359965324402,3.844151973724365,26.49458647193848,26.41359105489452,107.26087455048672,94.1893152292886,0.0002266406954731,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
8813,337234.91637135023,2011-01-14 09:28:40,180.09068722007157,2,38,0.5501165986061096,3.852408170700073,26.499172996276304,26.41359105489452,107.27852523650846,94.1893152292886,0.0001942634553415,0.1043562516570091,0,0,0,CS2_35_1_18_11_sheet2.csv,2025-04-20 22:12:08.733967
