Date_Time,Current(A),Voltage(V),Capacity_Difference,Cumulative_Cycle_Index
2010-09-22 17:04:56,0.0,3.4434847831726074,8.600734391350784e-07,154
2010-09-22 17:05:26,0.0,3.469710350036621,8.600734391350784e-07,154
2010-09-22 17:05:56,0.0,3.4892985820770264,8.600734391350784e-07,154
2010-09-22 17:06:26,0.0,3.5045158863067627,8.600734391350784e-07,154
2010-09-22 17:06:56,0.5501165986061096,3.642280578613281,0.0045872765648349,154
2010-09-22 17:07:26,0.550297200679779,3.681294918060303,0.009173646792207,154
2010-09-22 17:07:56,0.5499359965324402,3.708977460861206,0.0137600324304969,154
2010-09-22 17:08:26,0.5499359965324402,3.730184555053711,0.0183463669685641,154
2010-09-22 17:08:56,0.5501165986061096,3.747020721435547,0.0229326793990898,154
2010-09-22 17:09:26,0.5501165986061096,3.759323835372925,0.0275190355754126,154
2010-09-22 17:09:57,0.5501165986061096,3.766932487487793,0.0321054065200741,154
2010-09-22 17:10:27,0.5501165986061096,3.771627187728882,0.036691784591218,154
2010-09-22 17:10:57,0.5499359965324402,3.775350570678711,0.0412781435834244,154
2010-09-22 17:11:27,0.5501165986061096,3.77875018119812,0.0458644529748903,154
2010-09-22 17:11:57,0.550297200679779,3.782473564147949,0.0504508103813261,154
2010-09-22 17:12:27,0.5499359965324402,3.785711288452149,0.0550370790199457,154
2010-09-22 17:12:57,0.5501165986061096,3.789272785186768,0.0596233826156025,154
2010-09-22 17:13:27,0.5499359965324402,3.792510509490967,0.0642096684340725,154
2010-09-22 17:13:57,0.5501165986061096,3.795910120010376,0.0687960240961569,154
2010-09-22 17:14:27,0.5499359965324402,3.799147844314575,0.0733823375208331,154
2010-09-22 17:14:57,0.5501165986061096,3.802547454833984,0.0779690225677409,154
2010-09-22 17:15:27,0.5501165986061096,3.805785179138184,0.0825549594940628,154
2010-09-22 17:15:57,0.5499359965324402,3.809022903442383,0.0871413810286494,154
2010-09-22 17:16:27,0.5501165986061096,3.812098741531372,0.0917277356848043,154
2010-09-22 17:16:57,0.5499359965324402,3.8153364658355713,0.0963141539317256,154
2010-09-22 17:17:27,0.5501165986061096,3.8185741901397705,0.1009004390660788,154
2010-09-22 17:17:57,0.5501165986061096,3.8218119144439697,0.1054867424101555,154
2010-09-22 17:18:27,0.5497553944587708,3.824887752532959,0.1100730931409721,154
2010-09-22 17:18:57,0.5501165986061096,3.828449249267578,0.1146593768481825,154
2010-09-22 17:19:27,0.5501165986061096,3.8318488597869873,0.1192456447965568,154
2010-09-22 17:19:57,0.5501165986061096,3.8354101181030273,0.123831965378967,154
2010-09-22 17:20:27,0.550297200679779,3.838971614837648,0.1284182428247984,154
2010-09-22 17:20:57,0.5501165986061096,3.8422093391418457,0.133004536995605,154
2010-09-22 17:21:27,0.5499359965324402,3.845447063446045,0.1375908503226366,154
2010-09-22 17:21:57,0.5501165986061096,3.848846673965454,0.1421771459065777,154
