Date_Time,Current(A),Voltage(V),Capacity_Difference,Cumulative_Cycle_Index
2011-01-26 12:09:48,0.0,3.6864752769470215,9.018632205481936e-07,793
2011-01-26 12:10:18,0.0,3.704606533050537,9.018632205481936e-07,793
2011-01-26 12:10:48,0.0,3.717071771621704,9.018632205481936e-07,793
2011-01-26 12:11:18,0.0,3.726623058319092,9.018632205481936e-07,793
2011-01-26 12:11:48,0.550297200679779,3.843018770217896,0.0045873727441136,793
2011-01-26 12:12:18,0.5501165986061096,3.862445116043091,0.0091738194908295,793
2011-01-26 12:12:48,0.550297200679779,3.8762054443359375,0.0137602508370573,793
2011-01-26 12:13:18,0.5501165986061096,3.8875374794006334,0.0183466687162443,793
2011-01-26 12:13:48,0.5501165986061096,3.896926879882813,0.0229331096930689,793
2011-01-26 12:14:18,0.5501165986061096,3.9056687355041504,0.0275194017689628,793
2011-01-26 12:14:48,0.5501165986061096,3.913762807846069,0.0321055186891747,793
2011-01-26 12:15:18,0.5499359965324402,3.9210476875305176,0.0366910167416243,793
2011-01-26 12:15:48,0.5499359965324402,3.928008794784546,0.0412765989501533,793
2011-01-26 12:16:18,0.5501165986061096,3.934808015823364,0.0458627683690053,793
2011-01-26 12:16:48,0.5501165986061096,3.9414453506469727,0.050449098271537,793
2011-01-26 12:17:18,0.5501165986061096,3.947597026824951,0.0550353590819536,793
2011-01-26 12:17:48,0.5501165986061096,3.9534249305725098,0.059621662941165,793
2011-01-26 12:18:18,0.5501165986061096,3.958929061889648,0.0642079454840764,793
2011-01-26 12:18:48,0.5501165986061096,3.964109420776367,0.0687942653872912,793
2011-01-26 12:19:18,0.5501165986061096,3.969127893447876,0.0733809417379216,793
2011-01-26 12:19:48,0.5501165986061096,3.973984479904175,0.0779669453297611,793
2011-01-26 12:20:18,0.5501165986061096,3.9785172939300537,0.0825533576165895,793
2011-01-26 12:20:48,0.5501165986061096,3.982888221740722,0.0871395747598935,793
2011-01-26 12:21:18,0.5501165986061096,3.9874210357666016,0.0917258416171602,793
2011-01-26 12:21:48,0.5501165986061096,3.9914681911468506,0.096312100827701,793
2011-01-26 12:22:18,0.5499359965324402,3.995515108108521,0.1008983257610331,793
2011-01-26 12:22:48,0.5499359965324402,3.99940037727356,0.1054846979858332,793
2011-01-26 12:23:18,0.5501165986061096,4.003447532653809,0.1100708973603161,793
2011-01-26 12:23:48,0.550297200679779,4.007171154022217,0.1146571637283084,793
2011-01-26 12:24:18,0.5501165986061096,4.011056423187256,0.1192437746770131,793
2011-01-26 12:24:48,0.5501165986061096,4.014617919921875,0.123829688683676,793
2011-01-26 12:25:18,0.5499359965324402,4.018503189086914,0.1284159859620963,793
2011-01-26 12:25:48,0.5499359965324402,4.021740913391113,0.1330022961063104,793
2011-01-26 12:26:18,0.5501165986061096,4.025464057922363,0.1375885539877241,793
