Date_Time,Current(A),Voltage(V),Capacity_Difference,Cumulative_Cycle_Index
2010-09-05 00:47:32,0.0,3.4632349014282227,9.060884806899594e-07,83
2010-09-05 00:48:02,0.0,3.483308792114258,9.060884806899594e-07,83
2010-09-05 00:48:32,0.0,3.4978785514831543,9.060884806899594e-07,83
2010-09-05 00:49:02,0.0,3.5087249279022217,9.060884806899594e-07,83
2010-09-05 00:49:32,0.550297200679779,3.635805130004883,0.0045875253432186,83
2010-09-05 00:50:02,0.5501165986061096,3.672391414642334,0.0091742279087654,83
2010-09-05 00:50:32,0.5501165986061096,3.6994261741638175,0.0137608206587174,83
2010-09-05 00:51:02,0.550297200679779,3.720957040786743,0.0183474506974974,83
2010-09-05 00:51:32,0.5501165986061096,3.737631320953369,0.0229340265489739,83
2010-09-05 00:52:02,0.5499359965324402,3.749772787094116,0.0275205930091999,83
2010-09-05 00:52:32,0.550297200679779,3.757866859436035,0.0321072212579878,83
2010-09-05 00:53:02,0.5497553944587708,3.762399673461914,0.0366937772813997,83
2010-09-05 00:53:32,0.550297200679779,3.766284942626953,0.0412803434060009,83
2010-09-05 00:54:02,0.5501165986061096,3.7693607807159424,0.0458669062849068,83
2010-09-05 00:54:32,0.5501165986061096,3.7725985050201416,0.0504535229619307,83
2010-09-05 00:55:02,0.5499359965324402,3.775836229324341,0.0550400306088931,83
2010-09-05 00:55:32,0.5501165986061096,3.77907395362854,0.0596265224034553,83
2010-09-05 00:56:02,0.5501165986061096,3.7819879055023193,0.0642131028720314,83
2010-09-05 00:56:32,0.5501165986061096,3.785225629806519,0.0687996359402234,83
2010-09-05 00:57:02,0.5499359965324402,3.788139581680298,0.0733862111061753,83
2010-09-05 00:57:32,0.550297200679779,3.791215419769287,0.0779727999355799,83
2010-09-05 00:58:02,0.5501165986061096,3.794291257858277,0.0825593736750036,83
2010-09-05 00:58:32,0.5501165986061096,3.797205209732056,0.0871459491045598,83
2010-09-05 00:59:02,0.5501165986061096,3.800119161605835,0.0917324541043882,83
2010-09-05 00:59:32,0.5501165986061096,3.803194999694824,0.0963190753178935,83
2010-09-05 01:00:02,0.5499359965324402,3.806432723999024,0.1009057373154647,83
2010-09-05 01:00:32,0.5501165986061096,3.8095085620880127,0.1054923789124018,83
2010-09-05 01:01:02,0.550297200679779,3.812908172607422,0.1100790786924577,83
2010-09-05 01:01:32,0.550297200679779,3.816307783126831,0.1146656826144578,83
2010-09-05 01:02:02,0.5501165986061096,3.8195455074310303,0.1192522783566047,83
2010-09-05 01:02:32,0.5499359965324402,3.8231070041656494,0.1238389547661,83
2010-09-05 01:03:02,0.5499359965324402,3.826668500900269,0.1284254909788842,83
2010-09-05 01:03:32,0.550297200679779,3.830229997634888,0.1330120583713565,83
2010-09-05 01:04:02,0.5501165986061096,3.8336293697357178,0.1375987000206109,83
2010-09-05 01:04:32,0.550297200679779,3.837028980255127,0.1421852154527911,83
2010-09-05 01:05:02,0.5499359965324402,3.840428590774536,0.1467718566648841,83
2010-09-05 01:05:32,0.550297200679779,3.843666315078736,0.1513585303897286,83
2010-09-05 01:06:02,0.550297200679779,3.847065925598145,0.1559451754309435,83
2010-09-05 01:06:32,0.550297200679779,3.850141763687134,0.1605318219548266,83
2010-09-05 01:07:02,0.5501165986061096,3.853217601776123,0.1651185090213758,83
2010-09-05 01:07:32,0.5501165986061096,3.856293439865112,0.1697050937585373,83
2010-09-05 01:08:02,0.5501165986061096,3.859207391738892,0.1742917836803883,83
2010-09-05 01:08:32,0.5501165986061096,3.861959457397461,0.1788784742229054,83
2010-09-05 01:09:02,0.5501165986061096,3.86454963684082,0.1834651772148419,83
2010-09-05 01:09:32,0.5499359965324402,3.86681604385376,0.1880518675649014,83
2010-09-05 01:10:02,0.550297200679779,3.869406223297119,0.192638459453164,83
2010-09-05 01:10:32,0.5501165986061096,3.8715107440948486,0.197225131708457,83
2010-09-05 01:11:02,0.5501165986061096,3.873453378677368,0.2018118443554399,83
2010-09-05 01:11:32,0.5501165986061096,3.875396013259888,0.2063984896840835,83
2010-09-05 01:12:02,0.5501165986061096,3.877176761627197,0.2109851788635453,83
2010-09-05 01:12:32,0.550297200679779,3.878633737564087,0.2155717976377147,83
2010-09-05 01:13:02,0.5501165986061096,3.8802525997161865,0.2201588604739157,83
2010-09-05 01:13:33,0.550297200679779,3.881547689437866,0.2247450625308715,83
2010-09-05 01:14:03,0.550297200679779,3.882842779159546,0.2293316481431091,83
2010-09-05 01:14:33,0.550297200679779,3.883975982666016,0.2339182542134992,83
2010-09-05 01:15:03,0.5501165986061096,3.885109186172485,0.2385048861750718,83
2010-09-05 01:15:33,0.5499359965324402,3.886404275894165,0.2430915037765331,83
2010-09-05 01:16:03,0.5501165986061096,3.8876993656158447,0.2476781594264139,83
2010-09-05 01:16:33,0.550297200679779,3.888670682907105,0.2522647533954654,83
2010-09-05 01:17:03,0.5501165986061096,3.889642000198364,0.2568514016345702,83
2010-09-05 01:17:33,0.5501165986061096,3.890775203704834,0.261438075475489,83
2010-09-05 01:18:03,0.5501165986061096,3.891908407211304,0.2660247360095127,83
2010-09-05 01:18:33,0.5501165986061096,3.892879724502564,0.2706114110997504,83
2010-09-05 01:19:03,0.5501165986061096,3.894012928009033,0.2751980789453796,83
2010-09-05 01:19:33,0.5501165986061096,3.894822359085083,0.2797847784921927,83
