Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
30.01505178694675,1,13,0.0,3.3936240673065186,10.688700942752169,11.355204222515804,42.88562332886183,41.18373912394356,0.0008094310760498,0.0939245000481605,7.801939183593731e-07,1.6643753042444587e-10,7.800274808289487e-07,487
60.03012201478294,1,13,0.0,3.417259454727173,10.688700942752169,11.355204222515804,42.88562332886183,41.18373912394356,0.0006151676061563,0.0939245000481605,7.801939183593731e-07,1.6643753042444587e-10,7.800274808289487e-07,487
90.04524834222083,1,13,0.0,3.435066699981689,10.688700942752169,11.355204222515804,42.88562332886183,41.18373912394356,0.0004209041653666,0.0939245000481605,7.801939183593731e-07,1.6643753042444587e-10,7.800274808289487e-07,487
120.0134209521386,1,13,0.0,3.449474573135376,10.688700942752169,11.355204222515804,42.88562332886183,41.18373912394356,0.0003237724304199,0.0939245000481605,7.801939183593731e-07,1.6643753042444587e-10,7.800274808289487e-07,487
30.015037902395576,2,13,0.5499359965324402,3.609417676925659,10.693287339285282,11.355204222515804,42.90201597894677,41.18373912394356,0.0015541076427325,0.0939245000481605,0.004587176727032,1.6643753042444587e-10,0.0045871765605944,487
60.030251552131645,2,13,0.5501165986061096,3.656364679336548,10.697873768213888,11.355204222515804,42.91868475301133,41.18373912394356,0.0010360718006268,0.0939245000481605,0.0091736056556381,1.6643753042444587e-10,0.0091736054892006,487
90.04513960162404,2,13,0.5501165986061096,3.690360546112061,10.702460065640503,11.355204222515804,42.935535131453,41.18373912394356,0.0008094310760498,0.0939245000481605,0.0137599030822528,1.6643753042444587e-10,0.0137599029158153,487
120.06018857156076,2,13,0.5499359965324402,3.716747999191284,10.707046430772834,11.355204222515804,42.95252321906209,41.18373912394356,0.0006151676061563,0.0939245000481605,0.018346268214584,1.6643753042444587e-10,0.0183462680481465,487
150.0752504636538,2,13,0.5501165986061096,3.738602638244629,10.711632773356689,11.355204222515804,42.96962134002696,41.18373912394356,0.0005504131549969,0.0939245000481605,0.0229326107984384,1.6643753042444587e-10,0.0229326106320009,487
180.0905151503935,2,13,0.5499359965324402,3.755924224853516,10.716219135192024,11.355204222515804,42.98680913264544,41.18373912394356,0.0003885269106831,0.0939245000481605,0.0275189726337732,1.6643753042444587e-10,0.0275189724673357,487
210.1053451604569,2,13,0.5501165986061096,3.7683894634246826,10.720805419507755,11.355204222515804,43.00406552815684,41.18373912394356,0.0002590179501567,0.0939245000481605,0.0321052569495048,1.6643753042444587e-10,0.0321052567830673,487
240.1203827470667,2,13,0.5497553944587708,3.7761600017547607,10.725391738324902,11.355204222515804,43.02136792368774,41.18373912394356,0.0001618862152099,0.0939245000481605,0.0366915757666514,1.6643753042444587e-10,0.0366915756002139,487
270.1372750791392,2,13,0.5501165986061096,3.7815022468566895,10.729978370983185,11.355204222515804,43.03870056641184,41.18373912394356,0.0001295089750783,0.0939245000481605,0.0412782084249343,1.6643753042444587e-10,0.0412782082584968,487
300.1504957393976,2,13,0.5501165986061096,3.785711288452149,10.734564406600551,11.355204222515804,43.05605268753817,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.0458642440423009,1.6643753042444587e-10,0.0458642438758634,487
330.165548634101,2,13,0.5499359965324402,3.789920330047608,10.73915068706492,11.355204222515804,43.07342502484428,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.0504505245066688,1.6643753042444587e-10,0.0504505243402313,487
360.1806307765864,2,13,0.5501165986061096,3.793805599212648,10.743737019168222,11.355204222515804,43.09081579450886,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.0550368566099717,1.6643753042444587e-10,0.0550368564435341,487
390.1956557468007,2,13,0.5501165986061096,3.797528982162476,10.748323372821885,11.355204222515804,43.10822421173174,41.18373912394356,6.47544875391759e-05,0.0939245000481605,0.0596232102636342,1.6643753042444587e-10,0.0596232100971967,487
420.2107238543607,2,13,0.5501165986061096,3.8012523651123047,10.752909767545734,11.355204222515804,43.12564983291146,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.064209604987484,1.6643753042444587e-10,0.0642096048210465,487
450.2257487844752,2,13,0.5501165986061096,3.804651975631714,10.757496105162376,11.355204222515804,43.14309174775559,41.18373912394356,6.47544875391759e-05,0.0939245000481605,0.068795942604126,1.6643753042444587e-10,0.0687959424376885,487
480.2408237390737,2,13,0.550297200679779,3.808375358581543,10.762082508838576,11.355204222515804,43.1605500399897,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.0733823462803258,1.6643753042444587e-10,0.0733823461138882,487
510.2558484987642,2,13,0.5501165986061096,3.811774969100952,10.766668949795442,11.355204222515804,43.17802420323135,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.0779687872371912,1.6643753042444587e-10,0.0779687870707537,487
540.2709256488262,2,13,0.5501165986061096,3.815174579620361,10.771255305987424,11.355204222515804,43.19551364475812,41.18373912394356,0.0001295089750783,0.0939245000481605,0.0825551434291735,1.6643753042444587e-10,0.082555143262736,487
570.2861091936472,2,13,0.5501165986061096,3.818412303924561,10.775841693550817,11.355204222515804,43.21301861322014,41.18373912394356,6.47544875391759e-05,0.0939245000481605,0.0871415309925662,1.6643753042444587e-10,0.0871415308261287,487
600.3010767910918,2,13,0.5499359965324402,3.82165002822876,10.780428069135867,11.355204222515804,43.23053869440663,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.091727906577617,1.6643753042444587e-10,0.0917279064111795,487
630.3161763017971,2,13,0.5499359965324402,3.824887752532959,10.785014395263207,11.355204222515804,43.248073673318416,41.18373912394356,9.713172767078504e-05,0.0939245000481605,0.096314232704957,1.6643753042444587e-10,0.0963142325385195,487
660.331120881964,2,13,0.5501165986061096,3.828449249267578,10.789600753445471,11.355204222515804,43.26562407032648,41.18373912394356,0.0001295089750783,0.0939245000481605,0.1009005908872211,1.6643753042444587e-10,0.1009005907207836,487
