Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
2010-11-07 01:18:00,30.01537785587871,1,42,0.0,3.3244988918304443,40.23285992173296,40.29929218179474,160.66978644933698,146.9721248666658,0.0007446765666827,0.0917440429329872,7.646237705216663e-07,1.0079560297526768e-08,7.545442102241395e-07,407
2010-11-07 01:18:30,60.030753080188624,1,42,0.0,3.3476486206054688,40.23285992173296,40.29929218179474,160.66978644933698,146.9721248666658,0.0005504131549969,0.0917440429329872,7.646237705216663e-07,1.0079560297526768e-08,7.545442102241395e-07,407
2010-11-07 01:19:00,90.04623314619955,1,42,0.0,3.3649702072143555,40.23285992173296,40.29929218179474,160.66978644933698,146.9721248666658,0.0003885269106831,0.0917440429329872,7.646237705216663e-07,1.0079560297526768e-08,7.545442102241395e-07,407
2010-11-07 01:19:30,120.01474307251564,1,42,0.0,3.379054307937622,40.23285992173296,40.29929218179474,160.66978644933698,146.9721248666658,0.0003561496851034,0.0917440429329872,7.646237705216663e-07,1.0079560297526768e-08,7.545442102241395e-07,407
2010-11-07 01:20:00,30.01537820174204,2,42,0.550297200679779,3.5423970222473145,40.23744690121018,40.29929218179474,160.6858526497685,146.9721248666658,0.0018131255637854,0.0917440429329872,0.0045877441009878,1.0079560297526768e-08,0.0045877340214275,407
2010-11-07 01:20:30,60.03075029824446,2,42,0.5501165986061096,3.597114324569702,40.24203384683595,40.29929218179474,160.70223451025925,146.9721248666658,0.001230287598446,0.0917440429329872,0.0091746897267626,1.0079560297526768e-08,0.0091746796472023,407
2010-11-07 01:21:00,90.04614981820005,2,42,0.5501165986061096,3.6377477645874015,40.24662082414613,40.29929218179474,160.7188322502633,146.9721248666658,0.0009389400365762,0.0917440429329872,0.0137616670369382,1.0079560297526768e-08,0.0137616569573779,407
2010-11-07 01:21:30,120.06161078152772,2,42,0.5501165986061096,3.670286893844605,40.25120770423395,40.29929218179474,160.73559541270035,146.9721248666658,0.0008094310760498,0.0917440429329872,0.0183485471247593,1.0079560297526768e-08,0.018348537045199,407
2010-11-07 01:22:00,150.07686182586534,2,42,0.5501165986061096,3.696674108505249,40.255794553736806,40.29929218179474,160.7524925713594,146.9721248666658,0.0006475448608398,0.0917440429329872,0.0229353966276164,1.0079560297526768e-08,0.0229353865480561,407
2010-11-07 01:22:30,180.09222389233125,2,42,0.550297200679779,3.7191762924194336,40.26038145101405,40.29929218179474,160.76950164338407,146.9721248666658,0.0005827903514727,0.0917440429329872,0.0275222939048589,1.0079560297526768e-08,0.0275222838252986,407
2010-11-07 01:23:00,210.107617853411,2,42,0.5501165986061096,3.737793207168579,40.264968374436606,40.29929218179474,160.7866049074385,146.9721248666658,0.0004532813909463,0.0917440429329872,0.0321092173274166,1.0079560297526768e-08,0.0321092072478563,407
