Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
30.015323702149978,1,26,0.0,3.4111077785491943,27.699249103106183,27.65655491110459,109.91100302629344,101.65465375214288,0.0006151676061563,0.0857500955462455,8.244125417888881e-07,8.457590183752473e-11,8.243279658870506e-07,29
60.03045112511182,1,26,0.0,3.431181669235229,27.699249103106183,27.65655491110459,109.91100302629344,101.65465375214288,0.0004532813909463,0.0857500955462455,8.244125417888881e-07,8.457590183752473e-11,8.243279658870506e-07,29
90.04575750408712,1,26,0.0,3.446074962615967,27.699249103106183,27.65655491110459,109.91100302629344,101.65465375214288,0.0003561496851034,0.0857500955462455,8.244125417888881e-07,8.457590183752473e-11,8.243279658870506e-07,29
120.01396057713067,1,26,0.0,3.457568883895874,27.699249103106183,27.65655491110459,109.91100302629344,101.65465375214288,0.0002590179501567,0.0857500955462455,8.244125417888881e-07,8.457590183752473e-11,8.243279658870506e-07,29
30.015347095453283,2,26,0.550297200679779,3.589344024658203,27.703835884722,27.65655491110459,109.92732736371848,101.65465375214288,0.0013598442310467,0.0857500955462455,0.0045876060283553,8.457590183752473e-11,0.0045876059437794,29
60.03042092985595,2,26,0.550297200679779,3.630948543548584,27.70842259657721,27.65655491110459,109.94389114560347,101.65465375214288,0.0009713172912597,0.0857500955462455,0.0091743178835699,8.457590183752473e-11,0.009174317798994,29
90.04591712190383,2,26,0.5499359965324402,3.6621925830841056,27.713009347335348,27.65655491110459,109.96061993463526,101.65465375214288,0.0007446765666827,0.0857500955462455,0.0137610686417062,8.457590183752473e-11,0.0137610685571303,29
120.06081323336625,2,26,0.5501165986061096,3.687932252883911,27.71759597112988,27.65655491110459,109.97747827649027,101.65465375214288,0.0006151676061563,0.0857500955462455,0.0183476924362402,8.457590183752473e-11,0.0183476923516643,29
150.07604853018293,2,26,0.5501165986061096,3.709301233291626,27.722182706196072,27.65655491110459,109.9944444813704,101.65465375214288,0.0004856586456298,0.0857500955462455,0.022934427502431,8.457590183752473e-11,0.0229344274178551,29
180.09137525987848,2,26,0.5501165986061096,3.7267849445343018,27.72676948053189,27.65655491110459,110.01150001506484,101.65465375214288,0.0003885269106831,0.0857500955462455,0.0275212018382475,8.457590183752473e-11,0.0275212017536716,29
210.1064555954841,2,26,0.5501165986061096,3.740059614181519,27.73135621181108,27.65655491110459,110.02862616030065,101.65465375214288,0.0002913951757363,0.0857500955462455,0.0321079331174374,8.457590183752473e-11,0.0321079330328615,29
240.121670912505,2,26,0.5501165986061096,3.748801469802856,27.73594296718048,27.65655491110459,110.04580310712008,101.65465375214288,0.0001618862152099,0.0857500955462455,0.0366946884868397,8.457590183752473e-11,0.0366946884022638,29
270.1369240136957,2,26,0.550297200679779,3.753819704055786,27.740529676025087,27.65655491110459,110.0630105905056,101.65465375214288,9.713172767078504e-05,0.0857500955462455,0.0412813973314456,8.457590183752473e-11,0.0412813972468697,29
300.1522184479009,2,26,0.550297200679779,3.7572193145751953,27.745116482985665,27.65655491110459,110.08023687508344,101.65465375214288,9.713172767078504e-05,0.0857500955462455,0.0458682042920237,8.457590183752473e-11,0.0458682042074478,29
