Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
2010-08-20 01:07:04,30.01526567753477,1,4,0.0,3.293578624725342,3.406011953491648,3.397807132360417,13.534486082836144,12.460088112316344,0.0008094310760498,0.0867155864834785,9.29800131999059e-07,0.0,9.29800131999059e-07,4
2010-08-20 01:07:34,60.03050783645393,1,4,0.0,3.318832874298096,3.406011953491648,3.397807132360417,13.534486082836144,12.460088112316344,0.0006151676061563,0.0867155864834785,9.29800131999059e-07,0.0,9.29800131999059e-07,4
2010-08-20 01:08:04,90.04572129885253,1,4,0.0,3.338097333908081,3.406011953491648,3.397807132360417,13.534486082836144,12.460088112316344,0.0004856586456298,0.0867155864834785,9.29800131999059e-07,0.0,9.29800131999059e-07,4
2010-08-20 01:08:34,120.01412126260834,1,4,0.0,3.353961944580078,3.406011953491648,3.397807132360417,13.534486082836144,12.460088112316344,0.0003885269106831,0.0867155864834785,9.29800131999059e-07,0.0,9.29800131999059e-07,4
2010-08-20 01:09:04,30.01525729664703,2,4,0.5501165986061096,3.4972310066223145,3.410599101699221,3.397807132360417,13.550355008189753,12.460088112316344,0.0017159938579425,0.0867155864834785,0.0045880780077047,0.0,0.0045880780077047,4
2010-08-20 01:09:34,60.03049992674049,2,4,0.5501165986061096,3.5516245365142822,3.415186176232989,3.397807132360417,13.566528605708733,12.460088112316344,0.0012627125252038,0.0867155864834785,0.0091751525414727,0.0,0.0091751525414727,4
2010-08-20 01:10:04,90.04574879738733,2,4,0.5501165986061096,3.593067169189453,3.419773207298854,3.397807132360417,13.582918711990573,12.460088112316344,0.0009712696191854,0.0867155864834785,0.0137621836073376,0.0,0.0137621836073376,4
2010-08-20 01:10:34,120.06100717673276,2,4,0.550297200679779,3.627225160598755,3.424360269317023,3.397807132360417,13.59948104173466,12.460088112316344,0.0008094310760498,0.0867155864834785,0.0183492456255067,0.0,0.0183492456255067,4
2010-08-20 01:11:04,150.07624754117955,2,4,0.5501165986061096,3.656040906906128,3.428947362943013,3.397807132360417,13.616187091984248,12.460088112316344,0.0007122993702068,0.0867155864834785,0.0229363392514967,0.0,0.0229363392514967,4
2010-08-20 01:11:34,180.09153204062432,2,4,0.5501165986061096,3.680971145629883,3.433534429738736,3.397807132360417,13.63301620713914,12.460088112316344,0.0006475448608398,0.0867155864834785,0.0275234060472198,0.0,0.0275234060472198,4
2010-08-20 01:12:04,210.10677914186124,2,4,0.550297200679779,3.702825784683228,3.438121467916914,3.397807132360417,13.649952199905773,12.460088112316344,0.0005504131549969,0.0867155864834785,0.0321104442253976,0.0,0.0321104442253976,4
2010-08-20 01:12:34,240.12205597720472,2,4,0.5501165986061096,3.721928358078003,3.442708529922027,3.397807132360417,13.666981925144212,12.460088112316344,0.0004532813909463,0.0867155864834785,0.0366975062305106,0.0,0.0366975062305106,4
2010-08-20 01:13:04,270.13738976449,2,4,0.5499359965324402,3.737793207168579,3.447295590011525,3.397807132360417,13.684092616490092,12.460088112316344,0.0003237724304199,0.0867155864834785,0.0412845663200087,0.0,0.0412845663200087,4
2010-08-20 01:13:34,300.1525157939788,2,4,0.5501165986061096,3.749125242233277,3.451882627815575,3.397807132360417,13.701267087287976,12.460088112316344,0.0001942634553415,0.0867155864834785,0.0458716041240587,0.0,0.0458716041240587,4
2010-08-20 01:14:04,330.16779115564947,2,4,0.5501165986061096,3.754791021347046,3.45646973325739,3.397807132360417,13.7184795113763,12.460088112316344,9.713172767078504e-05,0.0867155864834785,0.0504587095658739,0.0,0.0504587095658739,4
2010-08-20 01:14:34,360.1830457656004,2,4,0.5501165986061096,3.7575430870056152,3.461056775191507,3.397807132360417,13.735709371724344,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0550457514999909,0.0,0.0550457514999909,4
2010-08-20 01:15:04,390.1982890673679,2,4,0.5501165986061096,3.7596476078033447,3.465643845920122,3.397807132360417,13.752950059537971,12.460088112316344,3.237724376958795e-05,0.0867155864834785,0.0596328222286057,0.0,0.0596328222286057,4
2010-08-20 01:15:34,420.2136756813134,2,4,0.5501165986061096,3.761266469955444,3.470230960631688,3.397807132360417,13.770199965343492,12.460088112316344,0.0,0.0867155864834785,0.0642199369401717,0.0,0.0642199369401717,4
2010-08-20 01:16:04,450.2288284123508,2,4,0.550297200679779,3.763532876968384,3.474818105140779,3.397807132360417,13.787458802384956,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0688070814492629,0.0,0.0688070814492629,4
2010-08-20 01:16:34,480.2440499649125,2,4,0.5501165986061096,3.7654755115509033,3.479405217173462,3.397807132360417,13.80472660784896,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0733941934819459,0.0,0.0733941934819459,4
2010-08-20 01:17:04,510.2592913168204,2,4,0.550297200679779,3.767580032348633,3.483992326524905,3.397807132360417,13.822003854525876,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0779813028333888,0.0,0.0779813028333888,4
2010-08-20 01:17:34,540.2745435257873,2,4,0.550297200679779,3.7696845531463614,3.488579434449054,3.397807132360417,13.83929096450946,12.460088112316344,3.237724376958795e-05,0.0867155864834785,0.0825684107575379,0.0,0.0825684107575379,4
2010-08-20 01:18:04,570.2898139902527,2,4,0.5501165986061096,3.772112846374512,3.493166488889426,3.397807132360417,13.856587917584122,12.460088112316344,0.0001295089750783,0.0867155864834785,0.0871554651979096,0.0,0.0871554651979096,4
2010-08-20 01:18:34,600.3076633571363,2,4,0.550297200679779,3.774217367172241,3.497753950472534,3.397807132360417,13.873896859220052,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0917429267810177,0.0,0.0917429267810177,4
2010-08-20 01:19:04,630.320436176702,2,4,0.550297200679779,3.7764837741851807,3.502340633002333,3.397807132360417,13.891213324067992,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.0963296093108168,0.0,0.0963296093108168,4
2010-08-20 01:19:34,660.3357176085012,2,4,0.550297200679779,3.77891206741333,3.506927719765437,3.397807132360417,13.908542006932176,12.460088112316344,9.713172767078504e-05,0.0867155864834785,0.1009166960739209,0.0,0.1009166960739209,4
2010-08-20 01:20:04,690.350817267266,2,4,0.550297200679779,3.78134036064148,3.511514829096362,3.397807132360417,13.92588157575759,12.460088112316344,9.713172767078504e-05,0.0867155864834785,0.1055038054048456,0.0,0.1055038054048456,4
2010-08-20 01:20:34,720.3662081217805,2,4,0.550297200679779,3.783606767654419,3.516101932297293,3.397807132360417,13.943232004797462,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.1100909086057768,0.0,0.1100909086057768,4
2010-08-20 01:21:04,750.381331655048,2,4,0.5501165986061096,3.786035060882568,3.520688983984854,3.397807132360417,13.96059341949621,12.460088112316344,6.47544875391759e-05,0.0867155864834785,0.1146779602933376,0.0,0.1146779602933376,4
