Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Reset_Charge_Capacity,Reset_Discharge_Capacity,Capacity_Difference,Cumulative_Cycle_Index
2010-09-02 19:25:31,30.01511701201456,1,17,0.0,3.452550411224365,17.10340536937683,17.107523298516455,67.97325945217148,62.67796576741218,0.0005827903514727,0.0882566422224044,9.013496402587862e-07,8.331824119522935e-11,9.012663220175908e-07,67
2010-09-02 19:26:01,60.03026193860082,1,17,0.0,3.470034122467041,17.10340536937683,17.107523298516455,67.97325945217148,62.67796576741218,0.0003885269106831,0.0882566422224044,9.013496402587862e-07,8.331824119522935e-11,9.012663220175908e-07,67
2010-09-02 19:26:31,90.04548989712822,1,17,0.0,3.482823133468628,17.10340536937683,17.107523298516455,67.97325945217148,62.67796576741218,0.0002913951757363,0.0882566422224044,9.013496402587862e-07,8.331824119522935e-11,9.012663220175908e-07,67
2010-09-02 19:27:01,120.01367066457942,1,17,0.0,3.492860078811645,17.10340536937683,17.107523298516455,67.97325945217148,62.67796576741218,0.0002266406954731,0.0882566422224044,9.013496402587862e-07,8.331824119522935e-11,9.012663220175908e-07,67
2010-09-02 19:27:31,30.015146635846264,2,17,0.5501165986061096,3.623663663864136,17.10799159173535,17.107523298516455,67.98974951660651,62.67796576741218,0.0012627125252038,0.0882566422224044,0.0045871237081591,8.331824119522935e-11,0.0045871236248409,67
2010-09-02 19:28:01,60.03031312116351,2,17,0.5501165986061096,3.6621925830841056,17.112577854238577,17.107523298516455,68.00646176134472,62.67796576741218,0.0009065627818927,0.0882566422224044,0.0091733862113869,8.331824119522935e-11,0.0091733861280687,67
2010-09-02 19:28:31,90.04543803286653,2,17,0.5501165986061096,3.6908462047576895,17.117164015149093,17.107523298516455,68.02332603599864,62.67796576741218,0.0006475448608398,0.0882566422224044,0.0137595471219036,8.331824119522935e-11,0.0137595470385853,67
2010-09-02 19:29:01,120.06059188670224,2,17,0.5501165986061096,3.714157819747925,17.121750197775764,17.107523298516455,68.04030876507137,62.67796576741218,0.0005504131549969,0.0882566422224044,0.0183457297485745,8.331824119522935e-11,0.0183457296652562,67
2010-09-02 19:29:31,150.07574443728987,2,17,0.550297200679779,3.73293662071228,17.12633645668691,17.107523298516455,68.05738766433069,62.67796576741218,0.0004532813909463,0.0882566422224044,0.022931988659721,8.331824119522935e-11,0.0229319885764027,67
2010-09-02 19:30:01,180.09146508374718,2,17,0.5501165986061096,3.747344493865967,17.130922732665606,17.107523298516455,68.07454299146418,62.67796576741218,0.0002913951757363,0.0882566422224044,0.0275182646384166,8.331824119522935e-11,0.0275182645550984,67
2010-09-02 19:30:31,210.09320312625312,2,17,0.5501165986061096,3.757057428359986,17.135506886844503,17.107523298516455,68.09174585616228,62.67796576741218,0.0002266406954731,0.0882566422224044,0.0321024188173133,8.331824119522935e-11,0.0321024187339951,67
2010-09-02 19:31:02,240.1055894124588,2,17,0.5501165986061096,3.762723445892334,17.14009262958621,17.107523298516455,68.10898871019026,62.67796576741218,0.0001295089750783,0.0882566422224044,0.0366881615590202,8.331824119522935e-11,0.0366881614757019,67
2010-09-02 19:31:32,270.1210176952559,2,17,0.5499359965324402,3.766284942626953,17.14467885754032,17.107523298516455,68.12625411394625,62.67796576741218,6.47544875391759e-05,0.0882566422224044,0.0412743895131306,8.331824119522935e-11,0.0412743894298124,67
2010-09-02 19:32:02,300.13613756940373,2,17,0.5499359965324402,3.769522666931152,17.14926504775044,17.107523298516455,68.14353497628453,62.67796576741218,6.47544875391759e-05,0.0882566422224044,0.04586057972325,8.331824119522935e-11,0.0458605796399318,67
2010-09-02 19:32:32,330.1511302315,2,17,0.5501165986061096,3.7725985050201416,17.1538511895248,17.107523298516455,68.16082975715398,62.67796576741218,3.237724376958795e-05,0.0882566422224044,0.0504467214976109,8.331824119522935e-11,0.0504467214142927,67
2010-09-02 19:33:02,360.166293804559,2,17,0.550297200679779,3.775674343109131,17.15843731957059,17.107523298516455,68.1781384213591,62.67796576741218,6.47544875391759e-05,0.0882566422224044,0.0550328515434017,8.331824119522935e-11,0.0550328514600835,67
2010-09-02 19:33:32,390.1812840355964,2,17,0.5501165986061096,3.77875018119812,17.163023447919546,17.107523298516455,68.19546080924407,62.67796576741218,9.713172767078504e-05,0.0882566422224044,0.059618979892356,8.331824119522935e-11,0.0596189798090378,67
2010-09-02 19:34:02,420.1964263757365,2,17,0.5501165986061096,3.7815022468566895,17.167609653854104,17.107523298516455,68.21279730415577,62.67796576741218,6.47544875391759e-05,0.0882566422224044,0.0642051858269141,8.331824119522935e-11,0.0642051857435959,67
2010-09-02 19:34:32,450.2115846305408,2,17,0.5501165986061096,3.784578084945679,17.17219578329782,17.107523298516455,68.23014716897929,62.67796576741218,9.713172767078504e-05,0.0882566422224044,0.0687913152706301,8.331824119522935e-11,0.0687913151873118,67
2010-09-02 19:35:02,480.22673258467256,2,17,0.550297200679779,3.787653923034668,17.176781928194867,17.107523298516455,68.24751067360724,62.67796576741218,9.713172767078504e-05,0.0882566422224044,0.0733774601676771,8.331824119522935e-11,0.0733774600843588,67
2010-09-02 19:35:32,510.24186195749405,2,17,0.5501165986061096,3.7905678749084473,17.18136809799993,17.107523298516455,68.26488791872234,62.67796576741218,9.713172767078504e-05,0.0882566422224044,0.0779636299727393,8.331824119522935e-11,0.077963629889421,67
2010-09-02 19:36:02,540.2571315748481,2,17,0.5501165986061096,3.7934818267822266,17.185954367420212,17.107523298516455,68.28227907737397,62.67796576741218,9.713172767078504e-05,0.0882566422224044,0.0825498993930224,8.331824119522935e-11,0.0825498993097042,67
