Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
705,24579.217156139664,2010-10-08 21:18:57,30.01519919183195,1,3,0.0,3.370959997177124,2.118313496963108,2.085897664369234,8.452960301697749,7.619056297264432,0.0007770538213662,0.0898760333657264,0,0,0
706,24609.23228634957,2010-10-08 21:19:27,60.03032941176471,1,3,0.0,3.3941097259521484,2.118313496963108,2.085897664369234,8.452960301697749,7.619056297264432,0.0004856586456298,0.0898760333657264,0,0,0
707,24639.24746890995,2010-10-08 21:19:57,90.04551196713348,1,3,0.0,3.411755323410034,2.118313496963108,2.085897664369234,8.452960301697749,7.619056297264432,0.0003885269106831,0.0898760333657264,0,0,0
708,24669.21577886437,2010-10-08 21:20:27,120.0138219516333,1,3,0.0,3.425677537918091,2.118313496963108,2.085897664369234,8.452960301697749,7.619056297264432,0.0003237724304199,0.0898760333657264,0,0,0
709,24699.230798095035,2010-10-08 21:20:57,30.015276750131097,2,3,0.5499359965324402,3.5742886066436768,2.122900048871704,2.085897664369234,8.469195312553294,7.619056297264432,0.0015541076427325,0.0898760333657264,0,0,0
710,24729.24594713688,2010-10-08 21:21:27,60.03042577693636,2,3,0.5501165986061096,3.622044801712036,2.127486567453041,2.085897664369234,8.485704877698579,7.619056297264432,0.0010684489971026,0.0898760333657264,0,0,0
711,24759.261000450137,2010-10-08 21:21:57,90.04547908518154,2,3,0.5501165986061096,3.6574978828430176,2.132073068539658,2.085897664369234,8.502401640856572,7.619056297264432,0.0008741855854168,0.0898760333657264,0,0,0
712,24789.27619549664,2010-10-08 21:22:27,120.06067410160708,2,3,0.5501165986061096,3.685665845870972,2.136659543326664,2.085897664369234,8.519243158360288,7.619056297264432,0.0006799221155233,0.0898760333657264,0,0,0
713,24819.29327828798,2010-10-08 21:22:57,150.07775692302351,2,3,0.5501165986061096,3.709139347076416,2.141246313530277,2.085897664369234,8.536203884277839,7.619056297264432,0.0005827903514727,0.0898760333657264,0,0,0
714,24849.306508708025,2010-10-08 21:23:27,180.0909873480829,2,3,0.5499359965324402,3.728241920471192,2.145832484630608,2.085897664369234,8.553260265625036,7.619056297264432,0.0004209041653666,0.0898760333657264,0,0,0
715,24879.321724105248,2010-10-08 21:23:57,210.1062027653537,2,3,0.550297200679779,3.744106769561768,2.150418986018853,2.085897664369234,8.570397859540073,7.619056297264432,0.0003885269106831,0.0898760333657264,0,0,0
716,24909.336877462847,2010-10-08 21:24:27,240.12135607784012,2,3,0.550297200679779,3.7554385662078857,2.155005457800189,2.085897664369234,8.587597515066049,7.619056297264432,0.0002590179501567,0.0898760333657264,0,0,0
717,24939.35200887575,2010-10-08 21:24:57,270.1364874857337,2,3,0.550297200679779,3.762237787246704,2.159591917713465,2.085897664369234,8.60483882969222,7.619056297264432,0.0001295089750783,0.0898760333657264,0,0,0
718,24969.36730918961,2010-10-08 21:25:27,300.1517878046053,2,3,0.5499359965324402,3.766284942626953,2.164178409250973,2.085897664369234,8.622104722529555,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
719,24999.38235935001,2010-10-08 21:25:57,330.16683795999256,2,3,0.5499359965324402,3.769522666931152,2.168764840114543,2.085897664369234,8.639386504691819,7.619056297264432,9.713172767078504e-05,0.0898760333657264,0,0,0
720,25029.397657092464,2010-10-08 21:26:27,360.1821357174805,2,3,0.5501165986061096,3.772436618804932,2.173351385230527,2.085897664369234,8.656682363421183,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
721,25059.412691328173,2010-10-08 21:26:57,390.197169933141,2,3,0.5499359965324402,3.775350570678711,2.177937770647357,2.085897664369234,8.673990972983113,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
722,25089.42799990763,2010-10-08 21:27:27,420.21247851761314,2,3,0.5501165986061096,3.77826452255249,2.182524193580135,2.085897664369234,8.691312913885898,7.619056297264432,9.713172767078504e-05,0.0898760333657264,0,0,0
723,25119.443027110818,2010-10-08 21:27:58,450.2275057358339,2,3,0.5501165986061096,3.78101658821106,2.187110615908844,2.085897664369234,8.708648030703515,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
724,25149.458260061787,2010-10-08 21:28:28,480.24273873191646,2,3,0.5501165986061096,3.783930540084839,2.191697069705604,2.085897664369234,8.725996241920335,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
725,25179.47338335445,2010-10-08 21:28:58,510.2578620847343,2,3,0.5499359965324402,3.786682605743408,2.196283512728051,2.085897664369234,8.74335733391065,7.619056297264432,6.47544875391759e-05,0.0898760333657264,0,0,0
